model,n,n_features,kind,cv_scheme,scoring,score_mean,score_std,n_folds,permuted,n_trials,seconds,tuned_folds,mean_inner_best,best_params_fold0,target,block,chance,degenerate,permuted_score,gap_vs_permuted
elastic_net,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.5792777777777778,0.0970314954595213,25,False,20,6.7,25,0.6075194805194806,"{'C': 4.4854535828666435, 'l1_ratio': 0.99391921763983}",tox_pulmonary_toxicity,ecfp,0.5,False,0.4877222222222221,0.09155555555555567
elastic_net,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.5757777777777777,0.0982894440660583,25,False,20,10.9,25,0.6297077922077922,"{'C': 0.5347972194971689, 'l1_ratio': 0.3036807737863794}",tox_pulmonary_toxicity,morphology+ecfp,0.5,False,0.4921111111111111,0.08366666666666661
xgboost,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.5722222222222222,0.1221761276716507,25,False,20,9.8,25,0.6257683982683983,"{'max_depth': 2.0, 'n_estimators': 350.0, 'learning_rate': 0.08904437007948408, 'subsample': 0.8661936528291903, 'colsample_bytree': 0.11309563585137339, 'min_child_weight': 3.0, 'reg_alpha': 0.0010565019809725918, 'reg_lambda': 0.23684590230774083}",tox_pulmonary_toxicity,morphology+ecfp,0.5,False,0.4897222222222221,0.08250000000000007
linear_svm,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.5497222222222222,0.1093287600669548,25,False,20,0.3,25,0.5771731601731601,{'C': 1.3878460745854545e-05},tox_pulmonary_toxicity,ecfp,0.5,False,0.4696666666666667,0.08005555555555555
sparse_plsda,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.5276111111111111,0.149546805093189,25,False,20,0.4,25,0.6006580086580086,"{'n_components': 1.0, 'keep_x': 93.0}",tox_pulmonary_toxicity,morphology,0.5,False,0.4633888888888889,0.06422222222222224
sparse_plsda,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.5603888888888889,0.117578526426143,25,False,20,0.3,25,0.6417965367965368,"{'n_components': 2.0, 'keep_x': 68.0}",tox_pulmonary_toxicity,ecfp,0.5,False,0.5026666666666666,0.05772222222222234
xgboost,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.6163333333333333,0.1063974322070176,25,False,20,2.7,25,0.664969696969697,"{'max_depth': 1.0, 'n_estimators': 300.0, 'learning_rate': 0.01628359108363256, 'subsample': 0.972334458524792, 'colsample_bytree': 0.5696634895750645, 'min_child_weight': 3.0, 'reg_alpha': 0.011434638743472197, 'reg_lambda': 2.13797351992414}",tox_pulmonary_toxicity,ecfp,0.5,False,0.5627777777777778,0.05355555555555547
linear_svm,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4858888888888888,0.1201963927890773,25,False,20,0.5,25,0.5807619047619048,{'C': 0.00025279422509714094},tox_pulmonary_toxicity,morphology,0.5,False,0.4525555555555555,0.033333333333333326
xgboost,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4953333333333333,0.1463706398070694,25,False,20,6.2,25,0.6072727272727273,"{'max_depth': 2.0, 'n_estimators': 250.0, 'learning_rate': 0.010659941309425505, 'subsample': 0.8088177485379385, 'colsample_bytree': 0.6508861504501793, 'min_child_weight': 4.0, 'reg_alpha': 5.956516018710568, 'reg_lambda': 0.8561099766103786}",tox_pulmonary_toxicity,morphology,0.5,False,0.4701666666666667,0.025166666666666615
linear_svm,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.4891666666666666,0.0965060926881092,25,False,20,20.3,25,0.5058766233766234,{'C': 0.0004195692250131583},tox_pulmonary_toxicity,expression,0.5,False,0.4768333333333332,0.012333333333333363
elastic_net,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4761111111111111,0.1156643451576186,25,False,20,7.7,25,0.5902662337662338,"{'C': 0.41359973938398914, 'l1_ratio': 0.5448831829968969}",tox_pulmonary_toxicity,morphology,0.5,False,0.4692222222222222,0.006888888888888889
linear_svm,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.4765555555555555,0.1272915386130167,25,False,20,18.3,25,0.5065974025974026,{'C': 0.0694535625742477},tox_pulmonary_toxicity,morphology+expression,0.5,False,0.4699444444444444,0.006611111111111123
elastic_net,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.4527777777777777,0.1001403336311253,25,False,20,299.3,25,0.5376623376623377,"{'C': 4.4854535828666435, 'l1_ratio': 0.99391921763983}",tox_pulmonary_toxicity,morphology+expression,0.5,False,0.4703888888888888,-0.017611111111111077
elastic_net,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.4511666666666666,0.0998228987312586,25,False,20,278.4,25,0.5321709956709957,"{'C': 4.665954567021848, 'l1_ratio': 0.8700121482468192}",tox_pulmonary_toxicity,expression,0.5,False,0.4856111111111111,-0.0344444444444445
xgboost,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.4117777777777778,0.104200453779728,25,False,20,726.6,25,0.575930735930736,"{'max_depth': 1.0, 'n_estimators': 350.0, 'learning_rate': 0.1410690937355148, 'subsample': 0.9350060741234096, 'colsample_bytree': 0.9807565080094875, 'min_child_weight': 5.0, 'reg_alpha': 0.07013219779945795, 'reg_lambda': 2.2755134124907164}",tox_pulmonary_toxicity,morphology+expression,0.5,False,0.4744444444444445,-0.0626666666666667
xgboost,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.4325,0.1257545129642041,25,False,20,711.0,25,0.5687510822510822,"{'max_depth': 3.0, 'n_estimators': 350.0, 'learning_rate': 0.028043013519202888, 'subsample': 0.8742542570421761, 'colsample_bytree': 0.84512811508432, 'min_child_weight': 2.0, 'reg_alpha': 1.6701102257138984, 'reg_lambda': 0.39305255310781306}",tox_pulmonary_toxicity,expression,0.5,False,0.4953333333333333,-0.0628333333333333
sparse_plsda,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.4566666666666666,0.1662100225766733,25,False,20,19.9,25,0.5414999999999999,"{'n_components': 1.0, 'keep_x': 26.0}",tox_pulmonary_toxicity,expression,0.5,False,0.5545555555555556,-0.09788888888888897
sparse_plsda,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.4572222222222222,0.1605666086160791,25,False,20,20.0,25,0.5447510822510823,"{'n_components': 1.0, 'keep_x': 5.0}",tox_pulmonary_toxicity,morphology+expression,0.5,False,0.5807777777777777,-0.12355555555555553
xgboost,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.7008333333333333,0.1096585609973065,25,False,20,3.2,25,0.7250454545454547,"{'max_depth': 4.0, 'n_estimators': 250.0, 'learning_rate': 0.12358960550136179, 'subsample': 0.5195938961271603, 'colsample_bytree': 0.3545262663187686, 'min_child_weight': 1.0, 'reg_alpha': 0.015295398277813725, 'reg_lambda': 0.003240794406053531}",tox_renal_toxicity,ecfp,0.5,False,0.5537222222222222,0.14711111111111108
linear_svm,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.6317222222222223,0.0989713139634627,25,False,20,13.7,25,0.6128419913419914,{'C': 7.482120662114215e-05},tox_renal_toxicity,expression,0.5,False,0.5022222222222222,0.12950000000000006
elastic_net,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.6148888888888888,0.1009151948083631,25,False,20,342.4,25,0.6439935064935065,"{'C': 0.41359973938398914, 'l1_ratio': 0.5448831829968969}",tox_renal_toxicity,expression,0.5,False,0.4886666666666666,0.12622222222222224
sparse_plsda,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.6238333333333334,0.1237004546035939,25,False,20,0.3,25,0.6702922077922079,"{'n_components': 1.0, 'keep_x': 15.0}",tox_renal_toxicity,morphology+ecfp,0.5,False,0.5062777777777778,0.11755555555555552
linear_svm,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.6141111111111112,0.0956924729679197,25,False,20,11.8,25,0.6110389610389609,{'C': 2.8280842728576074e-05},tox_renal_toxicity,morphology+expression,0.5,False,0.5017777777777777,0.11233333333333351
elastic_net,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.6106666666666667,0.0927700595591987,25,False,20,330.6,25,0.6401623376623377,"{'C': 60.53082080079022, 'l1_ratio': 0.3834415188257777}",tox_renal_toxicity,morphology+expression,0.5,False,0.4995,0.11116666666666669
elastic_net,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.6241666666666666,0.1469882837356622,25,False,20,9.2,25,0.6243225108225109,"{'C': 0.19628224813442816, 'l1_ratio': 0.7151893663724195}",tox_renal_toxicity,morphology+ecfp,0.5,False,0.5471111111111111,0.07705555555555554
sparse_plsda,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.5496666666666666,0.114495862235872,25,False,20,10.9,25,0.6054025974025974,"{'n_components': 1.0, 'keep_x': 149.0}",tox_renal_toxicity,morphology+expression,0.5,False,0.488,0.06166666666666665
elastic_net,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.6352777777777777,0.1163965126116248,25,False,20,6.0,25,0.6438311688311689,"{'C': 60.53082080079022, 'l1_ratio': 0.3834415188257777}",tox_renal_toxicity,ecfp,0.5,False,0.5762777777777778,0.05899999999999994
sparse_plsda,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.6276111111111111,0.1043204938259916,25,False,20,0.5,25,0.6989653679653679,"{'n_components': 1.0, 'keep_x': 9.0}",tox_renal_toxicity,ecfp,0.5,False,0.5718888888888889,0.05572222222222223
sparse_plsda,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.5505,0.1151152669777472,25,False,20,12.9,25,0.6062207792207792,"{'n_components': 1.0, 'keep_x': 149.0}",tox_renal_toxicity,expression,0.5,False,0.499,0.05149999999999999
xgboost,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.5453888888888888,0.0963906660098744,25,False,20,504.3,25,0.5870021645021645,"{'max_depth': 3.0, 'n_estimators': 100.0, 'learning_rate': 0.055995464246677576, 'subsample': 0.5838558291846747, 'colsample_bytree': 0.2246198926903224, 'min_child_weight': 2.0, 'reg_alpha': 1.7772140185442054, 'reg_lambda': 0.001183112369785055}",tox_renal_toxicity,expression,0.5,False,0.5003333333333333,0.045055555555555515
xgboost,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.5339444444444443,0.0937409090242427,25,False,20,428.1,25,0.5766428571428572,"{'max_depth': 2.0, 'n_estimators': 300.0, 'learning_rate': 0.2636615170993606, 'subsample': 0.9187637693286231, 'colsample_bytree': 0.5160223771385996, 'min_child_weight': 2.0, 'reg_alpha': 0.02296846979065493, 'reg_lambda': 0.021203723930982788}",tox_renal_toxicity,morphology+expression,0.5,False,0.4992222222222222,0.034722222222222154
linear_svm,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.6200555555555556,0.1257852373131518,25,False,20,0.4,25,0.6243896103896104,{'C': 0.0694535625742477},tox_renal_toxicity,ecfp,0.5,False,0.5983333333333333,0.02172222222222231
elastic_net,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.459111111111111,0.0841992786104401,25,False,20,7.2,25,0.5205909090909091,"{'C': 0.034828020870283326, 'l1_ratio': 0.6458941130666561}",tox_renal_toxicity,morphology,0.5,False,0.4513888888888888,0.007722222222222241
linear_svm,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.5142222222222221,0.1168809407944154,25,False,20,0.5,25,0.5406082251082251,{'C': 0.004831596208381852},tox_renal_toxicity,morphology+ecfp,0.5,False,0.5330555555555555,-0.01883333333333337
xgboost,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.4481111111111111,0.0986270566137725,25,False,20,7.1,25,0.5338290043290044,"{'max_depth': 2.0, 'n_estimators': 350.0, 'learning_rate': 0.033657848066856316, 'subsample': 0.8691410961688009, 'colsample_bytree': 0.3862181459635245, 'min_child_weight': 3.0, 'reg_alpha': 0.04897084539793506, 'reg_lambda': 0.5002734193064672}",tox_renal_toxicity,morphology+ecfp,0.5,False,0.4796111111111111,-0.03149999999999997
xgboost,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4481666666666666,0.0689143322189599,25,False,20,5.3,25,0.5191233766233766,"{'max_depth': 4.0, 'n_estimators': 200.0, 'learning_rate': 0.1477317633429356, 'subsample': 0.7644474598764522, 'colsample_bytree': 0.6112401049845391, 'min_child_weight': 6.0, 'reg_alpha': 0.0019237305096546497, 'reg_lambda': 0.0023699857324257566}",tox_renal_toxicity,morphology,0.5,False,0.4847222222222222,-0.03655555555555562
linear_svm,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4012222222222222,0.1140854130968612,25,False,20,0.5,25,0.5216948051948052,{'C': 0.16570805984346834},tox_renal_toxicity,morphology,0.5,False,0.4473333333333332,-0.04611111111111099
sparse_plsda,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4005555555555555,0.1465935213228305,25,False,20,0.3,25,0.4943051948051948,"{'n_components': 1.0, 'keep_x': 5.0}",tox_renal_toxicity,morphology,0.5,False,0.4608333333333332,-0.06027777777777771
