model,n,n_features,kind,cv_scheme,scoring,score_mean,score_std,n_folds,permuted,n_trials,seconds,tuned_folds,mean_inner_best,best_params_fold0,target,block,chance,degenerate
xgboost,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.5627777777777778,0.0919112897591214,25,True,20,2.7,25,0.603404761904762,"{'max_depth': 2.0, 'n_estimators': 100.0, 'learning_rate': 0.01542850471749604, 'subsample': 0.5799709493228353, 'colsample_bytree': 0.9074064156289291, 'min_child_weight': 2.0, 'reg_alpha': 0.1597464723372177, 'reg_lambda': 0.014617908677685483}",tox_pulmonary_toxicity,ecfp,0.5,
elastic_net,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4761111111111111,0.1156643451576186,25,False,20,7.7,25,0.5902662337662338,"{'C': 0.41359973938398914, 'l1_ratio': 0.5448831829968969}",tox_pulmonary_toxicity,morphology,0.5,False
elastic_net,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4692222222222222,0.0940659736961639,25,True,20,5.4,25,0.5247272727272727,"{'C': 60.53082080079022, 'l1_ratio': 0.3834415188257777}",tox_pulmonary_toxicity,morphology,0.5,
sparse_plsda,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.5276111111111111,0.149546805093189,25,False,20,0.4,25,0.6006580086580086,"{'n_components': 1.0, 'keep_x': 93.0}",tox_pulmonary_toxicity,morphology,0.5,False
sparse_plsda,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4633888888888889,0.1121375368041131,25,True,20,0.3,25,0.5151320346320346,"{'n_components': 3.0, 'keep_x': 23.0}",tox_pulmonary_toxicity,morphology,0.5,
linear_svm,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4858888888888888,0.1201963927890773,25,False,20,0.5,25,0.5807619047619048,{'C': 0.00025279422509714094},tox_pulmonary_toxicity,morphology,0.5,False
linear_svm,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4525555555555555,0.1291918613421024,25,True,20,0.5,25,0.5246298701298702,{'C': 0.0016963930947197716},tox_pulmonary_toxicity,morphology,0.5,
xgboost,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4953333333333333,0.1463706398070694,25,False,20,6.2,25,0.6072727272727273,"{'max_depth': 2.0, 'n_estimators': 250.0, 'learning_rate': 0.010659941309425505, 'subsample': 0.8088177485379385, 'colsample_bytree': 0.6508861504501793, 'min_child_weight': 4.0, 'reg_alpha': 5.956516018710568, 'reg_lambda': 0.8561099766103786}",tox_pulmonary_toxicity,morphology,0.5,False
xgboost,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4701666666666667,0.1240532790754952,25,True,20,8.0,25,0.5578203463203464,"{'max_depth': 3.0, 'n_estimators': 150.0, 'learning_rate': 0.06843387965438197, 'subsample': 0.5932229702527744, 'colsample_bytree': 0.3959512068100417, 'min_child_weight': 2.0, 'reg_alpha': 1.5532554533553682, 'reg_lambda': 0.1514240000266452}",tox_pulmonary_toxicity,morphology,0.5,
elastic_net,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.4511666666666666,0.0998228987312586,25,False,20,278.4,25,0.5321709956709957,"{'C': 4.665954567021848, 'l1_ratio': 0.8700121482468192}",tox_pulmonary_toxicity,expression,0.5,False
elastic_net,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.4856111111111111,0.0943233537451271,25,True,20,304.4,25,0.5411277056277056,"{'C': 0.49192475175920786, 'l1_ratio': 0.5150110376051357}",tox_pulmonary_toxicity,expression,0.5,
sparse_plsda,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.4566666666666666,0.1662100225766733,25,False,20,19.9,25,0.5414999999999999,"{'n_components': 1.0, 'keep_x': 26.0}",tox_pulmonary_toxicity,expression,0.5,False
sparse_plsda,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.5545555555555556,0.1116013628838414,25,True,20,19.5,25,0.6018917748917749,"{'n_components': 2.0, 'keep_x': 297.0}",tox_pulmonary_toxicity,expression,0.5,
linear_svm,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.4891666666666666,0.0965060926881092,25,False,20,20.3,25,0.5058766233766234,{'C': 0.0004195692250131583},tox_pulmonary_toxicity,expression,0.5,False
linear_svm,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.4768333333333332,0.134770449558032,25,True,20,20.0,25,0.5037922077922077,{'C': 0.0694535625742477},tox_pulmonary_toxicity,expression,0.5,
xgboost,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.4325,0.1257545129642041,25,False,20,711.0,25,0.5687510822510822,"{'max_depth': 3.0, 'n_estimators': 350.0, 'learning_rate': 0.028043013519202888, 'subsample': 0.8742542570421761, 'colsample_bytree': 0.84512811508432, 'min_child_weight': 2.0, 'reg_alpha': 1.6701102257138984, 'reg_lambda': 0.39305255310781306}",tox_pulmonary_toxicity,expression,0.5,False
xgboost,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.4953333333333333,0.1006183658958719,25,True,20,713.0,25,0.5686233766233766,"{'max_depth': 1.0, 'n_estimators': 250.0, 'learning_rate': 0.28595410063917, 'subsample': 0.9270810861377539, 'colsample_bytree': 0.651568040498198, 'min_child_weight': 5.0, 'reg_alpha': 0.29721145529858894, 'reg_lambda': 0.41514213834182573}",tox_pulmonary_toxicity,expression,0.5,
elastic_net,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.4527777777777777,0.1001403336311253,25,False,20,299.3,25,0.5376623376623377,"{'C': 4.4854535828666435, 'l1_ratio': 0.99391921763983}",tox_pulmonary_toxicity,morphology+expression,0.5,False
elastic_net,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.4703888888888888,0.0714582671957365,25,True,20,316.1,25,0.5368961038961039,"{'C': 0.034828020870283326, 'l1_ratio': 0.6458941130666561}",tox_pulmonary_toxicity,morphology+expression,0.5,
sparse_plsda,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.4572222222222222,0.1605666086160791,25,False,20,20.0,25,0.5447510822510823,"{'n_components': 1.0, 'keep_x': 5.0}",tox_pulmonary_toxicity,morphology+expression,0.5,False
sparse_plsda,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.5807777777777777,0.1109642640728742,25,True,20,20.5,25,0.600025974025974,"{'n_components': 2.0, 'keep_x': 191.0}",tox_pulmonary_toxicity,morphology+expression,0.5,
linear_svm,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.4765555555555555,0.1272915386130167,25,False,20,18.3,25,0.5065974025974026,{'C': 0.0694535625742477},tox_pulmonary_toxicity,morphology+expression,0.5,False
linear_svm,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.4699444444444444,0.1421369536054818,25,True,20,18.3,25,0.4945367965367965,{'C': 0.0694535625742477},tox_pulmonary_toxicity,morphology+expression,0.5,
xgboost,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.4117777777777778,0.104200453779728,25,False,20,726.6,25,0.575930735930736,"{'max_depth': 1.0, 'n_estimators': 350.0, 'learning_rate': 0.1410690937355148, 'subsample': 0.9350060741234096, 'colsample_bytree': 0.9807565080094875, 'min_child_weight': 5.0, 'reg_alpha': 0.07013219779945795, 'reg_lambda': 2.2755134124907164}",tox_pulmonary_toxicity,morphology+expression,0.5,False
xgboost,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.4744444444444445,0.1214286103330158,25,True,20,708.5,25,0.5501406926406927,"{'max_depth': 4.0, 'n_estimators': 400.0, 'learning_rate': 0.09569023516363027, 'subsample': 0.8481421024672947, 'colsample_bytree': 0.47413592319904796, 'min_child_weight': 5.0, 'reg_alpha': 0.03871490169241, 'reg_lambda': 0.015398284271259844}",tox_pulmonary_toxicity,morphology+expression,0.5,
elastic_net,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.5757777777777777,0.0982894440660583,25,False,20,10.9,25,0.6297077922077922,"{'C': 0.5347972194971689, 'l1_ratio': 0.3036807737863794}",tox_pulmonary_toxicity,morphology+ecfp,0.5,False
elastic_net,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.4921111111111111,0.0577907570891597,25,True,20,8.9,25,0.5208593073593073,"{'C': 0.49192475175920786, 'l1_ratio': 0.5150110376051357}",tox_pulmonary_toxicity,morphology+ecfp,0.5,
sparse_plsda,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.5665555555555555,0.1161389652927012,25,False,20,0.4,25,0.6520757575757575,"{'n_components': 2.0, 'keep_x': 91.0}",tox_pulmonary_toxicity,morphology+ecfp,0.5,False
sparse_plsda,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.4705,0.1168657560548495,25,True,20,0.4,25,0.5520324675324675,"{'n_components': 3.0, 'keep_x': 23.0}",tox_pulmonary_toxicity,morphology+ecfp,0.5,
linear_svm,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.5533888888888889,0.1089654492754582,25,False,20,0.4,25,0.6041948051948052,{'C': 8.706223537630773e-05},tox_pulmonary_toxicity,morphology+ecfp,0.5,False
linear_svm,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.4073333333333333,0.1012731607407399,25,True,20,0.4,25,0.4555627705627704,{'C': 1.0146717394418023},tox_pulmonary_toxicity,morphology+ecfp,0.5,
xgboost,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.5722222222222222,0.1221761276716507,25,False,20,9.8,25,0.6257683982683983,"{'max_depth': 2.0, 'n_estimators': 350.0, 'learning_rate': 0.08904437007948408, 'subsample': 0.8661936528291903, 'colsample_bytree': 0.11309563585137339, 'min_child_weight': 3.0, 'reg_alpha': 0.0010565019809725918, 'reg_lambda': 0.23684590230774083}",tox_pulmonary_toxicity,morphology+ecfp,0.5,False
xgboost,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.4897222222222221,0.1239299882002279,25,True,20,8.3,25,0.5582056277056276,"{'max_depth': 4.0, 'n_estimators': 250.0, 'learning_rate': 0.12358960550136179, 'subsample': 0.5195938961271603, 'colsample_bytree': 0.3545262663187686, 'min_child_weight': 1.0, 'reg_alpha': 0.015295398277813725, 'reg_lambda': 0.003240794406053531}",tox_pulmonary_toxicity,morphology+ecfp,0.5,
elastic_net,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.6352777777777777,0.1163965126116248,25,False,20,6.0,25,0.6438311688311689,"{'C': 60.53082080079022, 'l1_ratio': 0.3834415188257777}",tox_renal_toxicity,ecfp,0.5,False
elastic_net,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.5762777777777778,0.1160658604009692,25,True,20,4.8,25,0.5899935064935066,"{'C': 60.53082080079022, 'l1_ratio': 0.3834415188257777}",tox_renal_toxicity,ecfp,0.5,
sparse_plsda,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.6276111111111111,0.1043204938259916,25,False,20,0.5,25,0.6989653679653679,"{'n_components': 1.0, 'keep_x': 9.0}",tox_renal_toxicity,ecfp,0.5,False
sparse_plsda,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.5718888888888889,0.0925415155417579,25,True,20,0.5,25,0.5997316017316018,"{'n_components': 1.0, 'keep_x': 6.0}",tox_renal_toxicity,ecfp,0.5,
linear_svm,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.6200555555555556,0.1257852373131518,25,False,20,0.4,25,0.6243896103896104,{'C': 0.0694535625742477},tox_renal_toxicity,ecfp,0.5,False
linear_svm,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.5983333333333333,0.121494042936828,25,True,20,0.4,25,0.5725735930735931,{'C': 0.0694535625742477},tox_renal_toxicity,ecfp,0.5,
xgboost,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.7008333333333333,0.1096585609973065,25,False,20,3.2,25,0.7250454545454547,"{'max_depth': 4.0, 'n_estimators': 250.0, 'learning_rate': 0.12358960550136179, 'subsample': 0.5195938961271603, 'colsample_bytree': 0.3545262663187686, 'min_child_weight': 1.0, 'reg_alpha': 0.015295398277813725, 'reg_lambda': 0.003240794406053531}",tox_renal_toxicity,ecfp,0.5,False
xgboost,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.5537222222222222,0.1044907698682248,25,True,20,3.3,25,0.5925324675324676,"{'max_depth': 4.0, 'n_estimators': 300.0, 'learning_rate': 0.09314980250278122, 'subsample': 0.6684542300253699, 'colsample_bytree': 0.7848202585170857, 'min_child_weight': 2.0, 'reg_alpha': 0.032650457828500734, 'reg_lambda': 5.149155893341479}",tox_renal_toxicity,ecfp,0.5,
elastic_net,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.459111111111111,0.0841992786104401,25,False,20,7.2,25,0.5205909090909091,"{'C': 0.034828020870283326, 'l1_ratio': 0.6458941130666561}",tox_renal_toxicity,morphology,0.5,False
elastic_net,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4513888888888888,0.112425558361253,25,True,20,5.8,25,0.5491839826839827,"{'C': 1.2992175304421223, 'l1_ratio': 0.17023724985191063}",tox_renal_toxicity,morphology,0.5,
sparse_plsda,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4005555555555555,0.1465935213228305,25,False,20,0.3,25,0.4943051948051948,"{'n_components': 1.0, 'keep_x': 5.0}",tox_renal_toxicity,morphology,0.5,False
sparse_plsda,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4608333333333332,0.1294486170047577,25,True,20,0.3,25,0.5470367965367965,"{'n_components': 1.0, 'keep_x': 5.0}",tox_renal_toxicity,morphology,0.5,
linear_svm,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4012222222222222,0.1140854130968612,25,False,20,0.5,25,0.5216948051948052,{'C': 0.16570805984346834},tox_renal_toxicity,morphology,0.5,False
linear_svm,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4473333333333332,0.1419022659664733,25,True,20,0.5,25,0.5449545454545455,{'C': 0.3320922888698163},tox_renal_toxicity,morphology,0.5,
xgboost,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4481666666666666,0.0689143322189599,25,False,20,5.3,25,0.5191233766233766,"{'max_depth': 4.0, 'n_estimators': 200.0, 'learning_rate': 0.1477317633429356, 'subsample': 0.7644474598764522, 'colsample_bytree': 0.6112401049845391, 'min_child_weight': 6.0, 'reg_alpha': 0.0019237305096546497, 'reg_lambda': 0.0023699857324257566}",tox_renal_toxicity,morphology,0.5,False
xgboost,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4847222222222222,0.1151093146577967,25,True,20,7.0,25,0.5584393939393939,"{'max_depth': 3.0, 'n_estimators': 100.0, 'learning_rate': 0.04747706132833779, 'subsample': 0.65326074184452, 'colsample_bytree': 0.16087951336819922, 'min_child_weight': 2.0, 'reg_alpha': 0.3006773638230484, 'reg_lambda': 0.020960708229877376}",tox_renal_toxicity,morphology,0.5,
elastic_net,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.6148888888888888,0.1009151948083631,25,False,20,342.4,25,0.6439935064935065,"{'C': 0.41359973938398914, 'l1_ratio': 0.5448831829968969}",tox_renal_toxicity,expression,0.5,False
elastic_net,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.4886666666666666,0.1061312371838415,25,True,20,327.3,25,0.5478636363636364,"{'C': 51.214812972365806, 'l1_ratio': 0.04136276967681751}",tox_renal_toxicity,expression,0.5,
sparse_plsda,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.5505,0.1151152669777472,25,False,20,12.9,25,0.6062207792207792,"{'n_components': 1.0, 'keep_x': 149.0}",tox_renal_toxicity,expression,0.5,False
sparse_plsda,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.499,0.1210381533562918,25,True,20,14.3,25,0.5921623376623377,"{'n_components': 2.0, 'keep_x': 191.0}",tox_renal_toxicity,expression,0.5,
linear_svm,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.6317222222222223,0.0989713139634627,25,False,20,13.7,25,0.6128419913419914,{'C': 7.482120662114215e-05},tox_renal_toxicity,expression,0.5,False
linear_svm,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.5022222222222222,0.1313245672953413,25,True,20,15.0,25,0.5159437229437229,{'C': 0.0694535625742477},tox_renal_toxicity,expression,0.5,
xgboost,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.5453888888888888,0.0963906660098744,25,False,20,504.3,25,0.5870021645021645,"{'max_depth': 3.0, 'n_estimators': 100.0, 'learning_rate': 0.055995464246677576, 'subsample': 0.5838558291846747, 'colsample_bytree': 0.2246198926903224, 'min_child_weight': 2.0, 'reg_alpha': 1.7772140185442054, 'reg_lambda': 0.001183112369785055}",tox_renal_toxicity,expression,0.5,False
xgboost,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.5003333333333333,0.0864333397608944,25,True,20,478.9,25,0.5547294372294372,"{'max_depth': 3.0, 'n_estimators': 100.0, 'learning_rate': 0.055995464246677576, 'subsample': 0.5838558291846747, 'colsample_bytree': 0.2246198926903224, 'min_child_weight': 2.0, 'reg_alpha': 1.7772140185442054, 'reg_lambda': 0.001183112369785055}",tox_renal_toxicity,expression,0.5,
elastic_net,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.6106666666666667,0.0927700595591987,25,False,20,330.6,25,0.6401623376623377,"{'C': 60.53082080079022, 'l1_ratio': 0.3834415188257777}",tox_renal_toxicity,morphology+expression,0.5,False
elastic_net,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.4995,0.1042313724957398,25,True,20,318.2,25,0.5490974025974026,"{'C': 0.034828020870283326, 'l1_ratio': 0.6458941130666561}",tox_renal_toxicity,morphology+expression,0.5,
sparse_plsda,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.5496666666666666,0.114495862235872,25,False,20,10.9,25,0.6054025974025974,"{'n_components': 1.0, 'keep_x': 149.0}",tox_renal_toxicity,morphology+expression,0.5,False
sparse_plsda,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.488,0.1137586518212901,25,True,20,11.7,25,0.591930735930736,"{'n_components': 2.0, 'keep_x': 191.0}",tox_renal_toxicity,morphology+expression,0.5,
linear_svm,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.6141111111111112,0.0956924729679197,25,False,20,11.8,25,0.6110389610389609,{'C': 2.8280842728576074e-05},tox_renal_toxicity,morphology+expression,0.5,False
linear_svm,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.5017777777777777,0.0961861620909046,25,True,20,11.8,25,0.5092467532467533,{'C': 0.004831596208381852},tox_renal_toxicity,morphology+expression,0.5,
xgboost,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.5339444444444443,0.0937409090242427,25,False,20,428.1,25,0.5766428571428572,"{'max_depth': 2.0, 'n_estimators': 300.0, 'learning_rate': 0.2636615170993606, 'subsample': 0.9187637693286231, 'colsample_bytree': 0.5160223771385996, 'min_child_weight': 2.0, 'reg_alpha': 0.02296846979065493, 'reg_lambda': 0.021203723930982788}",tox_renal_toxicity,morphology+expression,0.5,False
xgboost,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.4992222222222222,0.1033811717222564,25,True,20,455.3,25,0.5453874458874459,"{'max_depth': 4.0, 'n_estimators': 250.0, 'learning_rate': 0.12358960550136179, 'subsample': 0.5195938961271603, 'colsample_bytree': 0.3545262663187686, 'min_child_weight': 1.0, 'reg_alpha': 0.015295398277813725, 'reg_lambda': 0.003240794406053531}",tox_renal_toxicity,morphology+expression,0.5,
elastic_net,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.6241666666666666,0.1469882837356622,25,False,20,9.2,25,0.6243225108225109,"{'C': 0.19628224813442816, 'l1_ratio': 0.7151893663724195}",tox_renal_toxicity,morphology+ecfp,0.5,False
elastic_net,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.5471111111111111,0.1142750364279849,25,True,20,8.1,25,0.5913766233766234,"{'C': 4.213788531855705, 'l1_ratio': 0.2905439283222966}",tox_renal_toxicity,morphology+ecfp,0.5,
sparse_plsda,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.6238333333333334,0.1237004546035939,25,False,20,0.3,25,0.6702922077922079,"{'n_components': 1.0, 'keep_x': 15.0}",tox_renal_toxicity,morphology+ecfp,0.5,False
sparse_plsda,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.5062777777777778,0.1069275744269901,25,True,20,0.4,25,0.5896883116883117,"{'n_components': 3.0, 'keep_x': 74.0}",tox_renal_toxicity,morphology+ecfp,0.5,
linear_svm,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.5142222222222221,0.1168809407944154,25,False,20,0.5,25,0.5406082251082251,{'C': 0.004831596208381852},tox_renal_toxicity,morphology+ecfp,0.5,False
linear_svm,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.5330555555555555,0.1065885130354632,25,True,20,0.4,25,0.5767597402597403,{'C': 0.0006777476451874094},tox_renal_toxicity,morphology+ecfp,0.5,
xgboost,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.4481111111111111,0.0986270566137725,25,False,20,7.1,25,0.5338290043290044,"{'max_depth': 2.0, 'n_estimators': 350.0, 'learning_rate': 0.033657848066856316, 'subsample': 0.8691410961688009, 'colsample_bytree': 0.3862181459635245, 'min_child_weight': 3.0, 'reg_alpha': 0.04897084539793506, 'reg_lambda': 0.5002734193064672}",tox_renal_toxicity,morphology+ecfp,0.5,False
xgboost,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.4796111111111111,0.1034443250983915,25,True,20,5.8,25,0.5668030303030304,"{'max_depth': 2.0, 'n_estimators': 150.0, 'learning_rate': 0.014508128020000377, 'subsample': 0.8699376819136194, 'colsample_bytree': 0.44846936547735466, 'min_child_weight': 1.0, 'reg_alpha': 0.2588869373285894, 'reg_lambda': 0.050149266387380126}",tox_renal_toxicity,morphology+ecfp,0.5,
elastic_net,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.5831666666666666,0.1182245979293461,25,False,20,7.0,25,0.6118686868686869,"{'C': 0.41359973938398914, 'l1_ratio': 0.5448831829968969}",tox_infertility,ecfp,0.5,False
elastic_net,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.4581111111111111,0.08483342428868,25,True,20,4.9,25,0.5118362193362194,"{'C': 0.034828020870283326, 'l1_ratio': 0.6458941130666561}",tox_infertility,ecfp,0.5,
sparse_plsda,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.5529999999999999,0.1480248978056406,25,False,20,0.3,25,0.6061904761904762,"{'n_components': 1.0, 'keep_x': 6.0}",tox_infertility,ecfp,0.5,False
sparse_plsda,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.444611111111111,0.1232327668066201,25,True,20,0.3,25,0.5257106782106783,"{'n_components': 3.0, 'keep_x': 293.0}",tox_infertility,ecfp,0.5,
linear_svm,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.6021666666666667,0.1165595275247378,25,False,20,0.3,25,0.583073593073593,{'C': 1.0146717394418023},tox_infertility,ecfp,0.5,False
linear_svm,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.4093333333333333,0.1081947261442631,25,True,20,0.4,25,0.4372546897546898,{'C': 1.3878460745854545e-05},tox_infertility,ecfp,0.5,
xgboost,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.5943333333333334,0.1017985786604309,25,False,20,3.2,25,0.6440079365079366,"{'max_depth': 2.0, 'n_estimators': 150.0, 'learning_rate': 0.06954241509602922, 'subsample': 0.7193007567311602, 'colsample_bytree': 0.9895364542533036, 'min_child_weight': 1.0, 'reg_alpha': 0.006847105576684045, 'reg_lambda': 0.0049407977325260895}",tox_infertility,ecfp,0.5,False
xgboost,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.4767222222222221,0.092803788768975,25,True,20,2.7,25,0.5449242424242423,"{'max_depth': 3.0, 'n_estimators': 200.0, 'learning_rate': 0.2074556020662667, 'subsample': 0.8929789867326179, 'colsample_bytree': 0.302355704645187, 'min_child_weight': 4.0, 'reg_alpha': 0.00299275760608732, 'reg_lambda': 0.01864860473400414}",tox_infertility,ecfp,0.5,
elastic_net,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4647222222222222,0.0761212483111282,25,False,20,7.4,25,0.5079689754689756,"{'C': 0.034828020870283326, 'l1_ratio': 0.6458941130666561}",tox_infertility,morphology,0.5,False
elastic_net,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4874444444444444,0.0921623634384877,25,True,20,5.5,25,0.537012987012987,"{'C': 5.627949975223147, 'l1_ratio': 0.5288949197529045}",tox_infertility,morphology,0.5,
sparse_plsda,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4468333333333333,0.1183851738298172,25,False,20,0.4,25,0.4906565656565657,"{'n_components': 1.0, 'keep_x': 149.0}",tox_infertility,morphology,0.5,False
sparse_plsda,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4353888888888888,0.1137045391451995,25,True,20,0.4,25,0.539076479076479,"{'n_components': 3.0, 'keep_x': 9.0}",tox_infertility,morphology,0.5,
linear_svm,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4594444444444444,0.1140500215142785,25,False,20,0.5,25,0.47001443001443,{'C': 1.3878460745854545e-05},tox_infertility,morphology,0.5,False
linear_svm,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4832222222222222,0.1007892618716992,25,True,20,0.5,25,0.5351767676767677,{'C': 0.004831596208381852},tox_infertility,morphology,0.5,
xgboost,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4531111111111111,0.086410126006986,25,False,20,5.7,25,0.5137301587301587,"{'max_depth': 4.0, 'n_estimators': 200.0, 'learning_rate': 0.1477317633429356, 'subsample': 0.7644474598764522, 'colsample_bytree': 0.6112401049845391, 'min_child_weight': 6.0, 'reg_alpha': 0.0019237305096546497, 'reg_lambda': 0.0023699857324257566}",tox_infertility,morphology,0.5,False
xgboost,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4961666666666666,0.0610950483940524,25,True,20,5.6,25,0.5399603174603176,"{'max_depth': 2.0, 'n_estimators': 150.0, 'learning_rate': 0.06954241509602922, 'subsample': 0.7193007567311602, 'colsample_bytree': 0.9895364542533036, 'min_child_weight': 1.0, 'reg_alpha': 0.006847105576684045, 'reg_lambda': 0.0049407977325260895}",tox_infertility,morphology,0.5,
elastic_net,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.4621111111111111,0.0650018043434275,25,False,20,314.3,25,0.5205880230880231,"{'C': 0.034828020870283326, 'l1_ratio': 0.6458941130666561}",tox_infertility,expression,0.5,False
elastic_net,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.4625,0.0922774265830496,25,True,20,295.0,25,0.5272077922077922,"{'C': 0.034828020870283326, 'l1_ratio': 0.6458941130666561}",tox_infertility,expression,0.5,
sparse_plsda,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.4853888888888888,0.1305408502356519,25,False,20,14.3,25,0.5593362193362194,"{'n_components': 2.0, 'keep_x': 16.0}",tox_infertility,expression,0.5,False
sparse_plsda,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.4694444444444444,0.0967687838657911,25,True,20,14.2,25,0.5700288600288601,"{'n_components': 1.0, 'keep_x': 48.0}",tox_infertility,expression,0.5,
linear_svm,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.4092777777777778,0.1247613276976839,25,False,20,14.5,25,0.4627597402597403,{'C': 0.0694535625742477},tox_infertility,expression,0.5,False
linear_svm,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.4033333333333332,0.105859212350679,25,True,20,14.4,25,0.4634740259740259,{'C': 0.0694535625742477},tox_infertility,expression,0.5,
