target,block,model,score_mean_base,score_mean_tuned,d_score,permuted_score_base,permuted_score_tuned,d_permuted,gap_vs_permuted_base,gap_vs_permuted_tuned,d_gap,verdict
tox_infertility,morphology+expression,sparse_plsda,0.4871111111111111,0.4781111111111111,-0.009000000000000008,0.4667222222222221,0.4601111111111111,-0.006611111111111012,0.020388888888889,0.018,-0.002388888888889003,unchanged
tox_liver_toxicity,expression,linear_svm,0.689878787878788,0.689878787878788,0.0,0.4706060606060605,0.473,0.0023939393939395037,0.2192727272727275,0.216878787878788,-0.0023939393939395037,unchanged
tox_pulmonary_toxicity,ecfp,linear_svm,0.5466666666666666,0.5497222222222222,0.003055555555555589,0.4641111111111111,0.4696666666666667,0.005555555555555591,0.0825555555555555,0.0800555555555555,-0.0024999999999999883,unchanged
tox_infertility,ecfp,sparse_plsda,0.5356666666666666,0.5529999999999999,0.01733333333333331,0.4244444444444444,0.444611111111111,0.02016666666666661,0.1112222222222222,0.1083888888888889,-0.002833333333333299,unchanged
tox_liver_toxicity,expression,sparse_plsda,0.5895757575757574,0.5987272727272728,0.009151515151515355,0.5238787878787879,0.5361818181818182,0.01230303030303026,0.0656969696969694,0.0625454545454545,-0.0031515151515149054,unchanged
tox_infertility,morphology+expression,elastic_net,0.4445,0.4379999999999999,-0.006500000000000117,0.4704444444444444,0.4671111111111111,-0.0033333333333332993,-0.0259444444444443,-0.0291111111111112,-0.0031666666666668973,unchanged
tox_pulmonary_toxicity,morphology+ecfp,xgboost,0.5567777777777777,0.5722222222222222,0.015444444444444483,0.4702222222222222,0.4897222222222221,0.019499999999999906,0.0865555555555555,0.0825,-0.004055555555555493,unchanged
tox_cardiotoxicity,ecfp,linear_svm,0.5389285714285714,0.5419047619047619,0.0029761904761904656,0.4336904761904761,0.4408333333333333,0.007142857142857173,0.1052380952380953,0.1010714285714285,-0.004166666666666791,unchanged
tox_cardiotoxicity,morphology+expression,elastic_net,0.5183333333333333,0.5071428571428571,-0.011190476190476195,0.5528571428571428,0.5473809523809524,-0.005476190476190412,-0.0345238095238095,-0.0402380952380952,-0.0057142857142856995,unchanged
moa-fine,ecfp,sparse_plsda,0.6368055555555556,0.6613333333333332,0.024527777777777593,0.476,0.5066666666666666,0.03066666666666662,0.1608055555555556,0.1546666666666666,-0.006138888888888999,unchanged
