,18β-Glycyrrhetinic acid,5-Fluorouracil,8-Hydroxyquinoline,AT7519,AZD-8055,AZD2858,Abiraterone acetate,Acetohexamide,Aliskiren,Alpelisib,Altretamine,Amsacrine,Aprepitant,Belumosudil,Bendamustine,Bergenin,Bexarotene,Binimetinib,Bortezomib,Bosentan (hydrate),Brivudine,Budesonide,Canagliflozin,Capivasertib,Capmatinib,Captopril,Celecoxib,Ciclopirox,Cilostazol,Clobetasol propionate,Clofarabine,Clotrimazole,Dabrafenib,Daidzin,Dapagliflozin,Digitoxin,Drospirenone,EX229,Encorafenib,Erdafitinib,Erythromycin,Fenofibrate,Filgotinib,Finasteride,Fluvoxamine (maleate),Gallic acid,Gemfibrozil,Glasdegib,Hexylresorcinol,Homoharringtonine,Idoxuridine,Infigratinib,Ipatasertib,Irinotecan,Ixazomib,LY-2584702 (tosylate salt),LY2090314,Larotrectinib sulfate,Lopinavir,MK-3903,Macitentan,Mebendazole,Medroxyprogesterone acetate,Menadione,Methotrexate,Mifepristone,Mozavaptan,Neratinib,Nevirapine,OTS514,Olanzapine,Omeprazole,Orlistat,PF-06260933,PH-797804,Paclitaxel,Pemetrexed,Pentagastrin,Pentamidine (isethionate),Pimozide,Ponatinib,Posaconazole,Pravastatin (sodium),Ralimetinib dimesylate,Raltitrexed,Rapamycin,Regorafenib,Relugolix,Retinoic acid,Ribociclib,Ritonavir,Rosiglitazone,Rucaparib (phosphate),Sapanisertib,Silodosin,Sonidegib,Sulfisoxazole,TAK-733,Tadalafil,Terfenadine,Tofacitinib,Tolcapone,Tomivosertib,Torkinib,Trametinib (DMSO_TF solvate),Tranilast,Triclosan,Trimetrexate,Valdecoxib,Vemurafenib,Vinblastine (sulfate),Vismodegib,Voriconazole,Vortioxetine,Zileuton,olaparib,palbociclib,venetoclax,Idarubicin (hydrochloride)
Cyto_Granularity_6_DNA,0.14487037,1.2731816,-0.7349179,-3.1040165,0.9415946,-0.68395996,-0.05560894,-0.45591068,-0.22513515,0.47496977,-0.33904278,5.949936,0.33360434,0.24463785,-1.3594419,-0.034553636,0.31192356,0.027098766,8.167946,0.105051436,-0.15263654,-0.51926535,0.17841749,0.6098575,0.21320672,8.802613e-05,1.3599529,-1.3404918,1.3037783,0.65526265,-1.2709888,-0.16090749,-0.7220784,0.10018059,0.113256454,0.6662563,-0.32316566,0.79308754,2.8571146,1.3647875,-0.11537585,0.08525779,-2.1896842,1.0535604,0.3843576,-0.11100132,0.18024921,-0.046629548,0.4553286,-1.1842784,-0.3732961,0.32265756,0.52793646,0.5823056,4.9324117,0.1613084,-1.1685252,-0.19949631,0.2025013,1.7278644,0.058296967,-0.69547445,0.6435216,0.037701566,-1.389129,0.7183148,-0.57452935,0.36499143,0.02527301,-1.2614502,0.46192455,0.026416758,-0.062426817,0.726933,0.30512914,-1.2065254,-0.7084181,0.22615606,-0.43948653,2.9910142,5.02772,1.7438736,0.21919201,0.38781253,-0.43508682,0.47029582,-0.4182352,-0.123177506,-0.46626508,1.3094907,0.048321903,0.4634525,-0.75521404,1.9961863,0.010596414,0.53824013,-0.016890654,-0.20787878,-0.014008571,4.306741,0.36771226,-0.28400275,0.41469896,2.950538,-0.2560281,-0.09704854,0.57215124,-1.4646763,0.1470109,1.0198798,0.46024135,-0.10899571,-0.1407886,11.790542,0.3380939,-1.0122837,-0.63705283,0.45727864,-3.3705235
Cyto_Granularity_6_ER,-0.3313928,-0.014562528,0.14320321,1.1399751,0.5086465,0.7384381,0.084765814,-0.9583557,-0.5816713,0.51172525,-0.23084532,5.169362,0.35944965,0.5911447,0.45155716,-0.35219693,-0.6654131,0.53441435,6.351846,-0.23555833,-0.4264976,-0.85542923,-0.4341048,-0.30452982,0.39768556,-0.56826425,-0.55709726,0.22756447,0.41051555,-0.5664505,1.0985622,-0.39249215,0.20405634,-0.28272378,-0.6772788,1.8538204,-0.57130325,-0.7253869,3.255846,0.102140285,0.30745843,-0.25312588,-0.17158683,-0.09030703,0.20707023,-0.0337517,-0.087351836,-0.6943226,-0.17450511,-1.4123154,-0.19912057,2.2035985,-0.18238437,1.4840775,1.7754806,0.121321686,0.9776396,-0.25557095,0.35945165,-0.40204868,-0.15416293,0.7276947,-0.0006808837,-0.66036123,0.23463638,0.3834995,0.71526074,3.7351816,-0.15627769,2.0489552,0.41643062,-0.36273018,0.40316284,2.162015,0.041480083,1.362024,-0.27815956,-0.6430895,-0.43223873,2.955512,11.101552,1.3618908,-0.22434016,0.98026615,0.025803953,-0.27992025,0.0065968432,-0.14011745,-0.68401,0.49444094,0.5781801,-0.4762157,-0.031614434,2.272482,0.34374353,0.18514355,-0.33217454,1.0084819,-0.42164788,4.163152,0.25708807,-0.6170225,-0.120134376,1.8136263,0.596122,-0.28431422,-0.2992722,0.07566484,-0.66223854,-0.17329371,0.86686355,0.27373955,-0.46348408,21.280666,-0.45840517,-0.142402,0.04816364,-0.6753797,7.2624726
Cyto_Granularity_6_Mito,-0.23408456,-0.15692438,-0.059967577,1.2487334,0.28650352,0.036599424,-0.06553441,-0.44670224,-0.070976,0.586295,-0.6728856,7.2215233,-0.3656293,0.56069094,-0.2077917,-0.2648475,-0.78020495,0.47503027,7.2685637,-0.6140408,-0.5601368,-0.6529532,-0.53532743,0.45990837,0.026625872,-0.5046356,-0.7629742,0.22524859,0.44294202,-0.35594055,1.1425542,-0.72477865,0.36199096,-0.10002023,-0.6261083,3.301459,-0.074341156,-0.7731053,2.0587113,4.604351,0.21166956,-0.22957252,0.06705805,0.38880715,0.9634382,-0.43819642,0.14558806,-0.45928645,-0.49793306,-0.49653876,0.16944742,2.1424792,0.21396841,1.1797566,3.7964756,-0.21046595,1.0821738,-0.58564717,-0.08402113,-0.29420757,-0.48510608,0.06562206,-0.14252765,-0.46751514,0.38070056,-0.37213126,0.7399563,3.1731846,-0.06726957,1.9261303,-0.09535428,-0.31371492,0.18661082,1.6473998,-0.21148913,1.7841481,-0.29664198,-0.5269479,0.1242758,4.109087,10.580663,1.9044584,-0.14345863,0.9781086,0.117153734,-0.4431522,-0.63237625,0.36379805,-0.77202314,1.1023602,0.54560995,-0.15993054,-0.10277555,1.1817814,-0.07300047,0.23814237,-0.07778364,0.6586821,-0.12947103,15.509331,0.30128363,-0.26703313,0.062163103,1.0670426,0.055218417,-0.4367114,-0.847272,0.4008672,-0.38296023,0.11781304,1.8878627,0.12853435,-0.18380773,15.9012375,-0.29702643,-0.034076978,0.15807103,-0.9858734,17.477262
Cyto_Granularity_7_AGP,-0.32001624,0.16650538,0.29094046,1.0795046,1.1805657,1.2433392,0.15667407,-0.33841208,-0.06312399,0.6480031,-0.21582407,6.33223,0.06874017,0.789536,0.260803,-0.1490313,-1.4250816,-0.3834419,13.483272,-0.2058605,-0.20061271,-0.7280655,-0.4686381,-0.7713124,0.09415325,-0.20282947,-0.67532736,-0.21244657,0.75717455,-0.7061723,0.95603323,-0.112135,-0.5551017,0.4898477,-0.6658726,3.261055,-0.43124303,-0.46728888,8.251569,1.6523408,0.33096084,-0.3481433,0.8356225,0.19154085,-0.27474368,-0.056705516,-0.4663832,-0.09872433,-0.61671954,-0.09425557,-0.24101917,2.325123,-0.35736164,1.705252,5.1360373,-0.04843137,1.0623692,-0.076811545,-0.022426764,-0.5104539,-0.8116023,0.2773166,0.43418655,-0.60247225,1.4321461,-0.79900193,1.414075,3.622553,-0.050094306,1.8184084,0.13008408,0.092271976,0.32941976,2.1320343,0.079765774,1.6903349,-0.16457488,-0.431921,-0.21387728,2.93094,28.181421,0.88485247,0.17391844,1.0600429,0.20078176,-0.14627153,0.35670194,-0.010069728,-0.96043587,0.2668644,0.09255028,-0.4274859,0.08805276,1.0154253,0.1786413,0.7840714,-0.6229243,0.17609479,-0.12806447,13.119662,-0.46650013,-0.39247093,-0.23408902,3.1684253,-0.7777531,-0.43510285,-0.566207,1.1439834,-0.56035393,-0.02735126,1.5202869,0.12648709,-0.49616942,21.95759,-0.43395498,-0.39053217,-0.02391094,-0.69175816,22.681862
Cyto_Granularity_7_DNA,0.22778141,1.1896517,0.0062812767,-0.062165737,0.018601418,0.083778135,0.23992603,-0.08143339,0.0040796003,0.45857835,0.22513987,3.8282776,-0.27798587,0.080474444,-0.0110920565,0.014445774,0.22795689,0.17820586,2.8823948,0.026209006,0.1398395,-0.78236765,-0.3906219,0.40192738,-0.02304171,-0.2804375,0.5427317,-0.09331524,0.95098716,0.026193844,0.7551287,-0.06517307,0.12497115,0.13688867,-0.15294637,2.0690265,-0.14313638,0.12939054,0.3090328,0.07910458,-0.28712004,-0.103766024,-0.0003135403,1.0147815,-0.24829024,-0.23851852,0.301395,-0.22510903,0.160272,1.4571491,-0.8394346,0.85430026,-0.035779018,2.2713232,3.836116,-0.1538567,0.16979356,-0.1621757,-0.5424579,0.57983947,0.15147866,1.0560584,0.16964191,0.29626504,0.057039957,0.04841115,1.0460883,-0.104927205,0.03300181,0.5407577,0.07595506,0.19036461,-0.44740796,0.46280333,0.05883177,0.123335265,-0.4277886,0.16732939,-0.024675539,0.9227309,1.2335618,1.1659497,0.16282304,0.05342291,0.7183935,-0.09347323,0.9716634,-0.13364205,-0.012707561,0.35041583,-0.462567,0.45226404,0.3537681,0.6337051,-0.27020064,0.45608273,-0.28532007,-0.22694802,-0.014640073,-1.084308,0.13230203,-0.038042605,0.32174274,0.030789992,-0.5518764,-0.042700056,-0.051373508,0.5254872,-0.015904585,0.27999565,1.4435056,-0.029426912,-0.044065133,3.836071,0.0929169,0.5274699,-0.78732896,0.19146562,0.69088095
Cyto_Granularity_7_ER,-0.3228735,-0.33674946,-0.0730283,1.2601999,0.34717312,0.797399,-0.0968828,-0.37186024,-0.19002569,0.6849363,-0.40130338,7.135248,0.38215902,0.82732505,0.2617632,-0.3665117,-0.41226932,0.778677,9.006362,-0.61167186,-0.4824555,-0.5850386,-0.49447837,-0.40492955,0.1927505,-0.60355896,-0.6293786,0.22336757,0.6953562,-0.587074,1.4792953,-0.5572615,0.20497923,-0.3685156,-0.6786485,1.266823,-0.27560186,-0.7590108,2.6190395,0.7216947,-0.06830517,-0.3381364,0.24822266,0.18378806,0.61020327,-0.37140384,-0.25841796,-0.6114803,-0.394001,-1.0797106,-0.055513244,3.2455194,-0.29642782,1.196198,1.767077,0.06522783,0.8330427,-0.26573575,-0.011281502,-0.83854413,-0.38690042,0.8298227,0.21277137,-0.4457252,0.38413128,0.28274897,0.83135843,3.0841706,-0.392701,1.1828063,0.033205185,-0.64329505,0.58855605,1.5948238,-0.16049702,1.5673765,0.12132374,-0.49450478,0.12666172,2.1632273,23.20404,1.3872102,-0.20338748,0.6019004,0.22403707,-0.8657961,0.030964375,-0.41852832,-0.28837574,0.99944395,0.7134273,0.18217473,-0.3512359,1.7331408,0.19738822,0.2687131,-0.24942817,0.77000284,-0.25545487,16.58996,-0.1094375,-0.40315035,0.17906697,1.9540777,-0.037866175,-0.27212358,-0.60424656,0.2035548,-0.6600241,-0.11486123,1.119561,0.16269292,-0.55474955,10.66513,-0.30809322,0.21375924,-0.13051017,-0.75633144,16.66452
Cyto_Granularity_7_Mito,0.056704562,-0.15867229,-0.40230677,0.75252086,0.27902117,0.3797865,0.16939288,-0.5621639,-0.24381919,0.45394778,-0.6592498,8.003383,-0.07611623,0.31164196,-0.4084017,-0.30536294,-0.6489412,0.9304674,10.339479,-0.602958,-0.26198334,-0.44482243,-0.54358095,-0.02761876,0.43802497,-0.8295297,-0.6681416,-0.19060548,0.8627506,-0.5661537,0.9152753,-0.4317328,0.36085013,-0.07650592,-0.4996941,2.3673975,-0.31396022,-0.81083417,3.4712963,4.299922,-0.14110522,-0.6368265,0.20442964,0.20036554,1.1830608,-0.3779964,0.16941331,-0.34999847,-0.4658835,-0.4356866,0.31409723,2.3755515,0.38886544,1.047192,3.8154433,-0.49197745,0.52582675,-0.74803734,-0.07935183,-0.3147755,-0.45401692,0.2494266,-0.4663612,-0.5889527,0.73505384,0.02464812,1.2701539,2.8848855,-0.26541892,1.2463522,0.2224406,-0.41493765,0.27248472,1.5280886,-0.11759376,2.0377576,-0.09929279,-0.592704,0.024876079,3.748207,23.182991,1.6631883,-0.3783956,0.7580338,0.17713268,-0.6406207,-0.449214,0.3435024,-0.55117506,1.4229883,0.50968605,-0.38303033,0.7612252,0.8352526,-0.013571024,-0.046313703,-0.55239564,0.35928056,-0.49113563,23.316935,0.3899201,-0.2549081,0.31190315,1.4862112,0.43014467,-0.11639015,-0.8637092,0.2621217,-0.25914705,-0.26477456,1.8511286,0.2609628,-0.2938309,12.1559,-0.13195576,0.18799049,0.39029285,-0.7392121,9.592837
Cyto_Granularity_8_AGP,-0.014869203,-0.32861832,0.038458485,1.0695263,1.0712218,1.083778,-0.2726452,-0.2880344,-0.3858153,0.38211188,-0.4551958,6.1331887,-0.03144191,0.501911,0.42275372,-0.23143142,-1.1479796,-0.41057095,13.861427,-0.5015707,-0.24666344,-0.4421554,-0.39827225,-0.7508827,0.19379197,-0.030593306,-0.70981556,-0.094836384,1.7324024,-0.24882811,1.0067748,-0.2544216,-0.29622933,-0.059206452,-0.8355074,4.2765203,-0.22034667,-0.587632,9.685159,1.3225702,0.4955673,-0.4244156,0.9191432,0.26990578,-0.31731293,0.3725513,-0.1961497,-0.33114138,-0.35866866,0.5744617,-0.37591347,2.1687458,-0.10588413,1.3546071,5.5118375,-0.15651552,0.86675984,-0.113273,-0.4393209,-0.46358976,-0.3365376,0.34910187,0.54720765,-0.23578924,1.0490037,-0.566402,1.1565174,3.7656415,0.084340654,1.4664856,0.26586285,-0.050647657,-0.020835012,1.891776,-0.052637607,1.7024326,0.025201162,-0.76410586,-0.28647944,2.3623924,16.71712,0.90860826,-0.14952673,1.0548776,-0.13721563,-0.35230914,0.49134734,-0.38043642,-0.9718683,0.046307247,0.20087104,-0.31723395,-0.47815073,0.91480756,-0.12372929,0.49623856,-0.27216122,0.14353955,-0.16737477,13.303246,-0.44547644,-0.31539577,-0.037194565,2.9829104,-0.40893152,-0.17417455,-0.6843896,1.4351759,-0.43794236,-0.31478915,1.2305042,0.0500138,-0.027264595,16.008307,-0.15802151,-0.29557785,0.22687061,-0.7499574,14.272222
Cyto_Granularity_8_DNA,-0.23090856,0.71828634,0.038232177,1.0473313,-0.63624907,0.74183196,0.35017458,0.05396986,-0.13498513,0.26215836,0.24934673,2.4222682,0.019740129,0.12021964,0.015747508,0.01708307,0.040153246,0.42354462,1.4947157,-0.04257049,0.02732574,-0.83366567,-0.1827653,0.16786683,0.079182245,-0.16318928,0.023923779,-0.028526941,0.23013902,-0.22248079,0.7886365,0.2529948,0.0041778833,0.47264656,-0.101195775,1.8536482,-0.21947615,-0.84093356,-0.7212398,-0.7751171,-0.34036914,0.061544314,0.4002603,0.42326012,-0.5663435,0.045872584,-0.18271653,-0.31583956,-0.20633577,3.0390418,-1.1045774,1.3547415,-0.038869638,2.1126158,2.0601926,-0.49452594,0.9263831,-0.51604563,-0.7690274,-0.409169,0.43680525,0.608293,0.00797383,0.18362434,0.6168249,-0.21423459,1.1997403,-0.24952812,-0.30766597,1.6598339,-0.5095373,0.092694044,-0.37972865,0.8508546,-0.15387152,1.0272372,-0.025410743,-0.048042238,0.17757593,0.16587819,-0.05137682,0.62327915,0.10491919,0.6505363,0.7712284,-0.6692154,1.479805,-0.1845526,-0.36209908,-0.62235796,0.08229142,0.37077188,0.37120056,0.2954611,0.025235415,0.39070407,-0.1427138,0.18770401,0.58330846,-1.7354866,0.37124905,-0.087919176,0.22345231,-0.7728982,-0.31476343,0.1613249,-0.5918345,0.82653284,-0.2526649,-0.6715474,1.3603598,0.14213632,-0.17701371,-0.3838776,-0.115146935,0.49460277,-0.81990975,-0.037967548,1.3992696
Cyto_Granularity_8_ER,-0.12303095,-0.2729737,-0.2182548,0.45045578,0.43595946,0.52181464,-0.26032427,-0.7630808,-0.29236808,0.5402592,-0.059583023,6.1303487,0.14254868,0.51022726,0.31484348,-0.19897623,-0.63713133,0.18714374,7.5265746,-0.18244387,-0.247432,-0.8373104,-0.54128593,-0.82750636,0.09962235,-0.3394834,-0.95125914,0.15080406,1.0461564,-0.30211455,1.3075033,-0.31105688,0.13725655,-0.4921724,-0.14138113,1.6093588,0.07177199,-0.60413694,2.5258143,1.093462,-0.09883962,-0.20097403,0.048649818,0.81070876,0.36516407,0.13869572,0.013145109,-0.48071694,-0.4868727,-1.0011172,-0.08200622,3.477625,0.46800628,1.0419724,2.4177265,-0.40558624,1.0898827,-0.39101896,0.27755842,-0.7661496,-0.52526367,1.3489852,0.0858485,-0.44719473,0.66444653,0.065259986,0.95761204,3.0034306,-0.09542967,1.3317496,0.15157226,-0.5262651,0.03701526,1.1654942,-0.15157472,1.308117,0.06237151,-0.442675,0.25096273,2.2223117,7.9637375,0.92572993,-0.50077516,0.5312027,0.048891295,-0.13682647,0.23584215,-0.017915374,-0.1470535,1.1453615,0.45523202,-0.4285129,-0.26510748,1.2253405,-0.039830077,-0.068007015,-0.36093816,0.018389514,-0.2701279,7.204481,-0.34049118,-0.7406881,0.2582291,1.6886945,-0.06687957,-0.23638166,-0.4295353,0.5486665,-0.65386814,-0.27055815,1.2421198,0.0037670534,-0.07736359,5.2874684,-0.23853816,0.28273264,0.013180643,-0.73462653,7.2868423
Cyto_Granularity_8_Mito,-0.026427478,-0.4056975,-0.023736706,0.45185223,0.6671578,0.3145365,0.018432528,-0.29368696,-0.6091623,0.5293626,-0.3122621,5.784269,-0.16012956,0.38966918,-0.06936782,-0.37794504,-0.8471419,0.6556994,9.364256,-0.5340015,-0.48229346,-0.2625621,-0.66925645,-0.35429922,0.20299752,-0.21691166,-0.55861264,0.16876024,0.22922496,-0.21296258,0.90083814,-0.606672,0.12625682,-0.12894605,-0.37590754,1.6380583,-0.4280883,-0.5434802,4.3083515,3.519945,-0.24980217,-0.40683332,0.7208993,0.1483017,1.1187724,-0.5245976,-0.3058149,-0.39300546,-0.26675302,0.61416906,-0.14903979,2.4433556,0.45689097,1.1614385,4.021479,-0.47231546,0.35072246,-0.26095033,-0.43533334,-0.51356083,-0.20330767,0.5729262,-0.0067872307,-0.5112459,0.46148613,-0.45006475,1.4513502,2.8914273,-0.36266395,1.0108237,-0.07882882,-0.4867669,0.0055896044,0.9420425,-0.58018273,1.8404061,0.002737023,-0.47341105,0.0048047006,3.7411232,16.992725,1.3463916,-0.12720144,0.9689346,-0.27664793,-0.29596487,-0.046450894,-0.053112637,-0.48170343,1.168406,0.8005436,-0.26336926,-0.25187507,1.3499913,-0.19079725,-0.1431048,-0.33833846,0.5401263,-0.16590272,17.691008,-0.15115975,-0.28499976,0.068898365,1.793342,0.27947056,-0.24612232,-0.8580777,0.5035456,-0.422748,-0.033159047,1.798987,-0.08783946,-0.45986184,10.104007,-0.18891163,-0.201905,0.2156256,-1.0289664,7.6611667
Cyto_Granularity_9_DNA,-0.12573372,0.104889594,0.26705146,1.7128474,-0.16339727,1.049991,-0.25320506,-0.006458521,-0.075363316,0.51397973,-0.036264613,0.24463658,-0.5716283,0.31426525,0.2682332,0.4106251,-0.52575904,0.4522364,-0.46647978,0.06475284,-0.072080515,-0.562669,-0.15263115,0.54425436,-0.15627234,-0.25825718,-0.8003948,-0.34014416,-0.060647804,-0.7445559,0.18744224,0.10530927,0.6881921,-0.1639874,0.07903687,1.7882938,-0.3810959,-0.8052497,-1.3703469,-1.023971,0.1666839,0.10263008,0.09500425,-0.13328366,-0.36515847,0.12641805,0.42467248,-0.6368688,-0.16660725,2.6974928,-1.0233886,0.9918356,-0.15814783,1.4806262,0.32639527,0.07030727,1.147987,-0.208389,-0.19593509,-1.2240883,-0.18155928,-0.05677861,-0.036306344,-0.024154961,0.6201864,-0.10204625,1.4491199,0.45356163,0.43654332,2.0382478,0.18258119,-0.44392255,-0.37998483,0.28116897,0.0056137145,0.7680691,0.20598935,-0.35845783,0.1211495,-0.48976538,-2.1903794,-0.17565607,0.29460004,0.8387608,0.6184876,-0.92178863,1.4544163,0.1541769,-0.46954313,-0.8449529,0.24854057,-0.12876122,0.41500497,-0.19052303,0.32295668,0.44320738,-0.19011605,0.34075162,0.42777494,-2.9792054,0.24765408,0.19614647,-0.20042694,-1.3079041,0.023034891,0.007907887,-0.7747669,0.66576344,-0.048721746,-1.0031697,0.48745933,0.021875024,-0.062137287,-1.6570015,0.2040586,0.35765502,-0.82759994,-0.44179213,2.5543566
Cyto_Granularity_9_Mito,-0.27594826,-0.1499945,-0.21340863,0.12177745,0.5911001,0.10390329,0.12599047,-0.40307388,-0.6235635,0.47295317,0.3495849,5.1488853,0.11233926,0.12937586,0.12073651,-0.20472188,-0.6553759,0.56349945,11.317882,-0.6851683,-0.5374395,-0.43458852,-0.7658085,-0.27789932,0.27719566,-0.08213609,-0.73022103,-0.18717062,0.72597617,-0.18993813,0.32389328,-0.6026765,0.4244126,0.16403632,-0.28781357,1.4564658,-0.16435497,-0.61280185,3.8791764,2.6375053,-0.03702686,0.21697271,0.64640373,0.3323221,0.81181115,-0.5120638,-0.07567221,-0.44622788,-0.38594016,0.8187642,0.0496612,2.0957177,0.53852993,0.7564993,4.6502113,-0.47835112,0.21318178,-0.49259496,0.15351056,-0.84265786,-0.15569715,0.24853127,0.14161679,-0.70837575,0.251755,-0.51718456,1.0897546,3.2727463,-0.27774078,0.88164777,0.044498038,-0.49291155,-0.27623233,0.761926,-0.28030306,1.3840467,-0.16541052,-0.26578757,0.17975886,2.8931446,6.0314727,0.9474781,0.08959216,0.4913261,-0.36141524,-0.36338016,-0.1464233,0.06360877,-0.44499743,0.6672227,0.38919392,-0.22744612,0.07903538,1.6835076,-0.4072783,0.21719484,-0.6610392,0.2944205,-0.07796446,4.703092,0.07793159,-0.41016772,-0.019667944,2.286137,0.16266318,-0.3559555,-0.35870466,0.5462504,-0.84398985,-0.27849397,1.6127691,0.28739935,-0.3248442,4.9311714,-0.3767631,-0.13121617,0.3272422,-0.6043007,8.8398075
Cyto_Intensity_IntegratedIntensity_DNA,-0.1131857,0.24438708,0.9837695,3.5625217,-1.7474593,0.574641,0.19073857,0.053477705,0.20239912,-0.85221076,0.29874858,1.1147028,-0.3226089,-0.46259832,3.170953,0.26380143,0.28918245,-0.48712906,2.964441,0.820096,0.20437098,3.4469697,-0.34802184,-2.4087267,1.3055512,-0.030443227,-0.09984692,3.7367313,-0.29019392,-0.7684555,3.3256996,0.252131,0.44832325,0.2025414,-0.29946998,1.7371911,0.012075295,-0.1350096,0.14749508,-2.792797,-0.21398123,-0.19541407,3.4090967,0.5752075,-0.7338939,-0.31549504,-0.37366322,0.1427553,-0.007523641,-0.46221915,-3.1132896,0.5508825,-0.882771,2.2987232,4.4930415,-0.530242,1.6866637,0.16817553,-0.37374544,-0.36251536,0.40497312,6.867064,-0.05407082,1.0401583,0.54883647,-0.42554078,6.0337806,-0.004947623,-0.094277196,1.5040054,-0.59419066,0.45119667,-0.17771386,-0.10997107,0.033500213,8.092193,0.832783,-0.29474068,-0.53398633,-1.2114451,-2.7402956,-1.2478889,0.010886505,-1.274597,1.0771133,1.3256004,2.6563766,0.09568701,0.7082019,-0.51546067,-0.45355502,0.007975827,2.8338537,-3.1532934,-0.24140804,-0.3219144,-0.09380052,-0.931082,0.4137899,-1.1401409,-0.9406052,0.23400994,0.011687517,-1.2560283,-1.0930405,-0.24459898,-0.03866005,1.5230905,0.20421351,-0.81453496,3.3714297,-0.15511075,0.19826396,-3.0524628,-0.10293893,3.8060482,1.0596445,-0.18432845,-16.44842
Cyto_Intensity_IntegratedIntensity_ER,0.20859773,1.3578786,0.6662386,1.9573702,-1.0032378,-0.7275621,0.15739502,-0.33670458,0.14146435,-0.08910216,-0.2769528,2.299772,-0.20016432,-0.3766177,1.6534637,0.17536046,-0.16992354,1.1916555,-0.45143357,0.1832503,0.18807034,2.0774963,-0.34301057,-1.8040733,0.18513781,-0.27331176,0.44602886,4.724009,1.9820429,-0.30853805,6.6253486,0.36566544,0.39309338,-0.18315612,0.47550133,-1.0701259,0.40829054,0.3870522,0.45641854,-0.9312896,0.06808828,-0.15989329,3.4352138,1.77959,0.04700384,-0.39547572,0.35707965,-0.08041635,-0.016968474,-3.1037042,0.23484266,-0.28227875,-0.055024996,4.351845,0.003247738,-0.9270875,1.9975978,-0.26182196,-0.18861263,0.7545716,-0.24206342,5.7971177,1.30896,0.27230528,2.047588,-0.14672312,0.7013127,0.507327,0.12398591,1.1092709,-0.16772783,0.22646625,-0.23690641,0.045358524,1.0996367,3.2565668,1.0194758,-0.64243,0.22627407,0.24741451,-2.4770696,0.022609869,-0.13949563,-2.2965631,3.1963818,0.81783444,0.5230697,0.21656235,-0.22044736,2.2471569,0.1449726,0.12046933,2.4181468,-1.2642037,1.4807345,0.48556438,-0.43773067,-0.7830594,-0.04431939,-3.0252876,-0.19793682,-0.025302926,0.0384744,-0.96971565,-0.33321732,-0.22351949,0.021768132,2.4110339,-0.046572078,-0.13653518,4.151811,-0.0039070644,0.38647333,-2.7093346,-0.46616325,2.8263242,2.2825418,0.07973372,-3.8772876
Cyto_Intensity_LowerQuartileIntensity_DNA,-0.10382739,-1.6481181,0.045564994,-0.99320936,-1.3200873,3.1725922,0.2826847,0.34136936,0.64174837,-0.3284731,0.6702005,-2.2242558,-0.3669317,0.7640031,0.0029557992,-0.07188752,-0.46201065,-1.3374606,-3.9733791,0.03400147,0.3481104,-0.9168026,-0.019269794,-0.039127868,-0.026565433,0.3041059,-0.58707774,-3.1414864,-1.3154058,0.29931974,-2.4625304,-0.5607515,-0.6367572,0.5254485,-0.113898516,-2.1380394,-0.2511987,-0.2869205,-0.32687187,0.3925054,0.038134765,0.16543214,-1.511765,-1.1794554,0.37430516,-0.34631523,0.04151948,-0.2202344,0.38798094,-2.3191772,-1.3284818,0.14248176,-0.445195,-1.9263655,-3.7987642,0.07585303,-0.74978304,0.4874052,-0.19899035,-0.5934824,0.29241666,-2.0342839,-0.9350187,-0.5378475,-1.2944535,-0.49540964,0.25531352,0.124324165,-0.062129855,-0.4779365,-0.012590602,0.4445325,0.4408919,0.35778376,-0.9146252,-0.3729135,0.07490528,0.26379594,-1.1125859,1.4527259,-2.0501277,0.052230597,0.57067704,2.5614493,-0.983517,-1.1367096,-1.2935799,0.83803385,0.42761406,-0.89280385,0.025754822,0.043334235,0.40902615,-2.095997,-0.8430299,-0.16291289,0.29846308,-0.044484716,0.5758599,-2.2075596,0.84430426,0.23825018,-0.16414315,-1.2858318,-0.43147182,-0.050636698,-0.31062755,-1.1476339,0.3858391,-0.3323163,-0.9384675,0.05230078,-0.076517545,1.9430281,0.19469361,-0.33955994,-0.80231434,-0.53642267,-1.8312569
