,18β-Glycyrrhetinic acid,5-Fluorouracil,8-Hydroxyquinoline,AT7519,AZD-8055,AZD2858,Abiraterone acetate,Acetohexamide,Aliskiren,Alpelisib,Altretamine,Amsacrine,Aprepitant,Belumosudil,Bendamustine,Bergenin,Bexarotene,Binimetinib,Bortezomib,Bosentan (hydrate),Brivudine,Budesonide,Canagliflozin,Capivasertib,Capmatinib,Captopril,Celecoxib,Ciclopirox,Cilostazol,Clobetasol propionate,Clofarabine,Clotrimazole,Dabrafenib,Daidzin,Dapagliflozin,Digitoxin,Drospirenone,EX229,Encorafenib,Erdafitinib,Erythromycin,Fenofibrate,Filgotinib,Finasteride,Fluvoxamine (maleate),Gallic acid,Gemfibrozil,Glasdegib,Hexylresorcinol,Homoharringtonine,Idoxuridine,Infigratinib,Ipatasertib,Irinotecan,Ixazomib,LY-2584702 (tosylate salt),LY2090314,Larotrectinib sulfate,Lopinavir,MK-3903,Macitentan,Mebendazole,Medroxyprogesterone acetate,Menadione,Methotrexate,Mifepristone,Mozavaptan,Neratinib,Nevirapine,OTS514,Olanzapine,Omeprazole,Orlistat,PF-06260933,PH-797804,Paclitaxel,Pemetrexed,Pentagastrin,Pentamidine (isethionate),Pimozide,Ponatinib,Posaconazole,Pravastatin (sodium),Ralimetinib dimesylate,Raltitrexed,Rapamycin,Regorafenib,Relugolix,Retinoic acid,Ribociclib,Ritonavir,Rosiglitazone,Rucaparib (phosphate),Sapanisertib,Silodosin,Sonidegib,Sulfisoxazole,TAK-733,Tadalafil,Terfenadine,Tofacitinib,Tolcapone,Tomivosertib,Torkinib,Trametinib (DMSO_TF solvate),Tranilast,Triclosan,Trimetrexate,Valdecoxib,Vemurafenib,Vinblastine (sulfate),Vismodegib,Voriconazole,Vortioxetine,Zileuton,olaparib,palbociclib,venetoclax,Idarubicin (hydrochloride)
Nuc_Texture_Correlation_DNA_10_02_256,0.29732898,0.043263048,1.1389881,7.028545,-2.4292428,0.28760424,0.07567087,-0.2288885,0.2860371,-0.87422967,0.18861865,0.6563124,-0.07865312,-1.6860372,2.417357,0.09624085,0.40263024,-0.35477898,2.354353,0.48709154,0.34771833,1.713532,0.03432922,-1.5959226,0.28158683,0.39444065,-0.2861764,2.477259,0.91763955,-0.19438316,3.8973691,0.48185635,0.33793488,-0.16498479,0.12098777,6.053289,0.5881896,-0.21705432,-3.0767174,-4.8285575,0.19422583,-0.16192037,5.0124,0.6937771,-0.5754294,0.26564258,0.1732697,-0.18717754,-0.51095355,2.0082738,0.2819311,-0.2579516,-0.66615397,2.9717429,0.82406837,-0.117113054,3.9836588,0.18927805,-0.69099444,-0.8649092,0.12041507,3.4625118,0.6509195,1.1891581,2.6144903,-0.6707606,3.2573116,-1.0679088,-0.05942142,4.369716,-0.13896266,0.24070066,-0.59965533,-0.6843197,1.0421938,4.4736347,0.64247054,-0.0015160093,0.3441421,-3.043165,-6.8960977,-1.5048872,-0.053930342,-2.4153397,2.055803,0.23354411,2.1435049,-0.03147742,0.91095704,-0.28073934,0.12583444,-0.009514476,1.8334261,-3.1202066,0.981843,-0.12213272,-0.39407015,-1.05325,0.07081174,7.505648,-0.62324077,0.004418023,-0.6028945,-3.2955744,-1.1545936,0.1601186,0.17743273,2.696087,-0.273255,-1.4035206,2.915322,0.5676159,0.15623443,-4.8370757,0.0016251007,2.8599885,0.8393112,-0.5988361,-6.1677423
Nuc_Texture_Correlation_DNA_10_03_256,0.021680644,0.31830812,1.3524929,7.8037553,-2.0034323,0.1650139,-0.06489096,-0.16749175,-0.43177977,-0.8591636,0.2265767,1.03886,-0.12662083,-1.2870358,2.1810434,-0.20393777,0.44487944,0.46606538,2.864211,0.45286453,0.25364545,1.5858346,-0.07284896,-1.2305374,0.22942673,0.2757504,0.052785445,1.7918485,1.0950384,0.19173877,3.7846944,0.4920211,0.38971022,0.031080112,-0.006536603,7.1020145,0.8475661,-0.60372347,-1.6119157,-4.4172063,0.17862326,-0.3099179,4.652426,1.1512603,-0.9719255,0.34777865,0.36377,-0.17475002,-0.51822716,1.3264424,0.72297066,-0.67929643,-0.32686076,2.615249,2.0598204,-0.43831372,3.5680149,-0.0070918747,-0.758146,-0.5710472,-0.25205067,4.3743453,0.70993453,0.66630095,2.408556,-0.34031108,3.7830665,-0.37463593,0.068359055,5.073699,-0.11846367,0.10292599,-0.48378682,-0.85233593,0.9987839,5.1111913,0.912129,-0.3453914,0.5314992,-2.3629725,-5.742869,-1.0253181,-0.13117339,-2.5674179,2.2954085,0.13257818,2.2477143,-0.13306928,0.7416232,0.007176459,-0.22000688,0.07595115,1.5957924,-2.025538,1.3587023,-0.03629152,-0.5140277,-0.36896017,-0.36701953,-6.0642495,-0.6227241,0.27631044,-0.82479787,-1.5406132,-0.71506816,0.29131058,-0.13271877,2.467196,-0.2505025,-1.153463,3.1331205,-0.09539815,0.14799114,-6.4759717,-0.058778822,2.8993957,1.1918736,-0.26960158,-4.898913
Nuc_Texture_Correlation_DNA_3_00_256,0.10999002,-0.9372294,0.26602736,1.9965187,-1.2380164,0.9371752,-0.29703137,0.5932217,0.30488238,-0.30971095,0.33519447,-1.6644186,-1.3689839,-0.8404253,1.1772677,0.38464943,0.20471437,0.06705745,-7.618187,-0.07071668,0.11445275,0.8141934,-0.2025304,-1.3685999,-0.54708934,0.16357362,-1.5214639,0.46437135,-1.3396106,-0.99010104,-0.60193676,-0.5107764,1.4437914,0.30835187,-0.075527646,-1.2660348,-0.3349472,-0.7292307,-2.8664305,-2.3815181,-0.046037775,0.0671105,0.62215066,-0.9236528,0.07016186,0.10649493,0.13588099,0.10805973,0.12801851,4.3284726,-1.5167041,-1.6063895,-1.0488652,-0.3511783,-2.6535327,0.13668287,0.3572419,0.32917246,-0.4705528,-1.8923573,0.046473354,-0.512968,-0.37880206,-0.3388666,0.6600289,-1.3489813,3.765852,-1.1486158,0.26331016,0.73367304,-0.12822525,0.23719637,-0.17321093,-0.99881023,-0.57373697,2.360795,0.23165803,0.16580458,-0.9436185,-3.0282915,-5.237539,-1.6670842,0.21307206,0.13987613,0.19738793,-0.9511494,0.32034138,0.3003533,1.6576296,-2.5303147,-0.001697965,-0.3662075,0.86105585,-2.0763645,-0.1901527,-1.1540735,0.5343842,0.29484344,0.2974861,-8.863566,0.13352545,0.43346298,0.2914568,-3.4246676,0.71352917,0.43892148,-0.9439176,0.5145555,0.17632468,-1.0442902,-1.070748,-0.032916944,0.28528062,-2.2328396,0.26986468,0.70727235,-1.1528865,-0.97002727,-7.2954793
Nuc_Texture_Correlation_DNA_3_01_256,0.075454794,-0.5770797,0.78826874,3.1559868,-1.1240321,0.6966758,-0.0987755,0.46225905,0.46523473,-0.2520869,0.28877127,-1.5483584,-1.3183719,-1.1281486,1.5175709,0.39056334,0.56441265,0.32519263,-7.318484,0.24393308,0.4297731,1.3554854,-0.121540666,-1.6469849,-0.4806107,0.19843365,-1.0684072,1.4287658,-1.1356972,-0.89563257,0.47561678,-0.12739791,1.7600049,0.38366863,-0.050633956,-0.07346094,-0.21034504,-0.72989655,-3.7875865,-3.140129,-0.23410459,0.10889033,1.4435312,-1.0492015,-0.18963295,0.2419154,0.22128807,0.2132845,0.035004955,4.801803,-1.0738333,-1.4733034,-0.9445023,0.24491274,-2.763895,0.11065242,0.8149374,0.23684609,-0.520244,-1.9078702,0.08514053,0.20879996,-0.38003615,0.031697124,1.4844795,-1.143402,3.634812,-1.7382463,0.09906002,1.0163126,-0.07334188,0.19309604,-0.29664823,-1.335638,-0.40722477,2.2954726,0.39324033,0.17916387,-0.28518412,-3.6083622,-5.345923,-2.1408255,0.14833148,-1.3348368,0.8617754,-0.5590909,0.9552054,0.13607909,1.7630299,-1.9216957,-0.17940916,-0.35461125,1.206402,-2.1380246,-0.13366355,-1.0478772,0.36999846,0.08666342,0.40042993,-4.5844646,-0.05705597,0.50651973,-0.10428064,-3.7473698,0.5226236,0.22186191,-0.8604205,1.7652397,0.11163316,-0.9298069,-0.027270794,-0.13629858,0.18071836,-4.725963,0.24347253,1.2141422,-0.91476125,-0.8020281,-3.0629733
Nuc_Texture_Correlation_DNA_3_02_256,0.13126951,-1.1774907,0.3705453,1.9324293,-1.1584549,0.8789285,-0.13338871,0.6048122,0.35547248,-0.17441536,0.26441345,-2.3580973,-1.4181828,-0.9212838,0.96829873,0.45061186,0.22184403,-0.09195804,-6.7253013,0.06082301,0.11506074,0.8943756,-0.27700198,-1.2689134,-0.37199512,0.3220766,-1.3029155,0.60319537,-1.2443941,-0.88446665,-0.4952102,-0.6548689,1.6052485,0.26121214,0.01302586,-1.3453878,-0.3434402,-0.5463617,-2.9271972,-2.0777206,-0.14752553,0.2200893,0.74104786,-1.1092912,0.051112577,0.14880466,0.19848345,0.1297295,0.047711965,4.013429,-1.3770136,-1.607015,-0.89110583,-0.2049176,-3.0359476,0.16251403,0.4944723,0.31848893,-0.40031275,-1.6607383,-0.011448215,-0.54603475,-0.6286565,-0.15548204,0.6910312,-1.2782158,3.465105,-1.3285524,0.1635288,0.3956975,-0.048684467,0.09274843,-0.15039243,-0.9218192,-0.51456213,2.042797,0.21899576,0.23958643,-0.905118,-3.0477085,-7.190704,-1.8337435,0.17406584,-0.20294218,0.13275348,-0.9267585,0.2943733,0.1368471,1.448153,-2.6033423,0.04819284,-0.49989137,0.93418425,-1.8584296,-0.37913048,-1.296548,0.4588078,0.14378078,0.35992312,-5.79606,-0.04805249,0.41528526,0.096358,-3.6892471,0.67990714,0.20367973,-1.0743765,0.64780474,0.15630691,-0.9442327,-1.1028345,0.016349941,0.35556006,-2.9449284,0.05870908,0.6740634,-1.4138023,-0.78505963,-10.140922
Nuc_Texture_Correlation_DNA_3_03_256,0.17258258,-0.4530567,0.79434127,3.4228427,-1.1896306,0.80175877,-0.3066875,0.63027686,0.11188435,-0.20923765,0.117669605,-1.6717561,-1.4435095,-1.3986326,1.3801826,0.35485575,0.47701824,0.33832407,-7.4630866,0.28834406,0.07449194,1.3120891,-0.39714277,-1.7810062,-0.29553244,0.014688711,-1.2560192,1.4585547,-1.1342007,-0.9064255,0.4135902,-0.3773402,1.7310481,0.39100996,-0.063211896,0.47145364,0.064745,-0.8441046,-4.0515857,-3.340861,0.17607957,0.109303065,1.3942398,-1.067066,-0.25535467,0.35695502,0.23354375,0.28511873,0.25762984,4.793373,-1.0981401,-1.8010095,-1.1095104,0.43467188,-3.0285861,0.08201551,0.9616499,0.44470656,-0.72946674,-1.7900715,0.03686043,0.5732406,-0.60204524,-0.13694613,1.3302277,-1.2463063,3.4186363,-1.8937283,0.105715334,1.1882658,-0.11293489,0.1953549,-0.4248974,-1.5143734,-0.2657145,2.0558558,0.5015397,0.12785397,-0.73228145,-3.5706985,-7.253042,-2.092356,0.13547572,-0.93018085,0.97192985,-0.63680816,0.64273906,0.18849862,1.9053234,-2.1293852,-0.12402985,-0.31163773,1.1970328,-2.0593824,-0.03738922,-0.9818767,0.39010242,0.3496016,0.18732272,-8.743166,-0.10508426,0.6144827,-0.16151911,-3.4379692,0.507847,0.35166717,-1.1880738,1.607514,0.1811492,-1.2759337,-0.04908975,0.06443127,0.45985273,-4.694866,0.03732452,1.3764653,-0.8105722,-0.50852484,-6.6068816
Nuc_Texture_Correlation_DNA_5_00_256,-0.068074875,-0.19338728,0.77343374,4.2584095,-1.2358907,0.9162342,-0.09088293,0.5380878,0.015548058,-0.31582418,0.30498853,-1.0483886,-1.1473851,-1.6562296,1.9184322,0.14951654,0.6514304,0.35615122,-7.499575,0.14563037,0.22009899,1.5113125,-0.024285764,-1.8549188,-0.3905618,-0.08421523,-1.0505198,1.8293461,-0.97496647,-0.76574117,1.2080573,-0.045374345,1.7611185,0.10314707,-0.13722794,1.4116958,-0.19690013,-0.785093,-4.303322,-4.0799503,0.13481905,0.050638776,2.204682,-0.7799937,-0.37690404,0.105604075,0.41508162,0.21265309,0.14594422,5.0957923,-1.0769544,-1.8286971,-0.89332944,0.6820824,-2.2531192,-0.14928783,0.95897454,0.19249047,-0.7239952,-1.7976335,-0.13416694,1.0002062,-0.30786768,0.017665923,1.7213901,-1.0413382,3.7529533,-1.5039625,0.22445108,2.218175,-0.1889513,0.3568729,-0.35802028,-1.8550353,-0.31979707,2.446788,0.7744208,-0.09892971,-0.37490574,-3.7201393,-5.0248966,-2.2084835,0.19530708,-1.3461113,1.4480394,-0.42056265,1.2741681,0.227597,1.6658038,-1.7470217,-0.21760114,0.036301095,1.4189237,-2.8232267,0.13902698,-0.8814633,0.41788033,0.07871136,0.11218432,-7.9222107,-0.40009224,0.6452934,-0.08862459,-3.4467876,0.43145028,0.17794657,-0.85972524,1.8640589,-0.028160468,-1.4746107,0.69728285,-0.20657277,0.37125817,-5.5661907,0.18729551,1.7496582,-0.34695885,-0.5809247,-2.3538306
Nuc_Texture_Correlation_DNA_5_01_256,0.11951077,0.20334451,1.4499687,6.605453,-1.6403338,0.78521556,0.34314394,0.21420781,0.23822473,-0.74907273,0.35198653,0.7507181,-0.48651075,-1.7415781,2.2951765,0.051547702,1.0206796,-0.08676233,-3.4928043,0.48114526,0.52215123,1.6989192,-0.056523982,-1.8283838,-0.13993342,0.09052577,-0.5651238,2.4835188,-0.59081364,-0.68967074,2.748394,0.635263,1.2245202,-0.04521234,-0.06436498,4.0733485,0.1470062,-0.63208586,-5.441002,-4.5195293,-0.03708956,0.084086835,3.9162152,-0.21091814,-0.6533745,0.29012978,0.44390085,0.23931159,-0.25107673,4.199158,-0.087977074,-1.0858926,-0.8005999,1.9760513,-0.5347886,-0.39200583,2.6896737,-0.013751189,-0.5996938,-1.4543978,-0.053428967,2.3215506,0.013338427,0.84472054,2.5710804,-0.49146453,2.9944696,-1.9267588,-0.0155414445,3.2229805,0.07623706,0.20755857,-0.49900356,-1.6804099,0.293877,2.7563503,0.8583935,0.061801553,0.40696952,-4.024187,-2.532629,-2.0901918,-0.08541017,-2.514139,2.1001117,0.068005286,2.0299208,-0.05438553,1.4407039,-0.6565941,-0.36675772,-0.40305802,1.7426286,-2.9977915,0.6479051,-0.7332254,0.022283653,-0.5835896,0.5434572,-5.2681503,-0.29990876,0.34114537,-0.24593718,-4.283543,-0.23200886,0.1269765,-0.3634927,2.8754723,-0.10687689,-1.3722595,1.838728,-0.13353944,0.1028442,-6.974232,0.25133857,2.5118196,0.21015966,-0.57637244,-3.8447964
Nuc_Texture_Correlation_DNA_5_02_256,0.25695294,-0.23575763,1.0776757,3.8119433,-1.4617656,0.5548616,-0.024055475,0.34418082,0.5075062,-0.28291374,0.3743526,-1.6549683,-1.3176113,-1.5858507,1.8648313,0.16172643,0.5510366,0.2117327,-5.6497216,0.49780384,0.32734317,1.4817957,-0.27726617,-1.8259443,-0.20360468,0.28055987,-1.0191447,2.1041236,-1.0191078,-0.7756135,1.20894,-0.009415488,1.7547315,0.23141699,0.13753904,0.6582376,-0.033011377,-0.534885,-4.2943616,-3.5118237,-0.14154367,0.2901123,2.0621853,-1.0516499,-0.26698142,0.21072371,0.16817026,0.12175848,-0.054959055,4.4380946,-0.96928406,-1.4672343,-0.8564715,0.97630024,-2.2697346,-0.017532162,1.399671,0.4371806,-0.6979162,-1.6339874,0.007215331,1.0971991,-0.39343545,0.365411,1.9550244,-1.1344028,3.0879412,-2.0562797,0.21071662,1.5661615,0.003078113,0.18524976,-0.28151506,-1.4932019,-0.09227913,2.0867882,0.5931049,0.23955621,-0.285178,-3.79426,-9.688453,-2.2259858,0.10430086,-1.6829435,1.2650272,-0.3652675,1.3233625,-0.035299677,1.676107,-1.6637764,-0.061736763,-0.30389324,1.4113693,-2.1866539,0.001932287,-1.0243179,0.2724968,-0.25586376,0.4367226,-7.110683,-0.44476724,0.49635443,-0.20605676,-3.8050654,0.24919687,0.04355526,-0.8646455,2.1318176,0.072737314,-1.3407494,0.30147323,0.05695072,0.48301664,-6.242786,0.15950245,1.6558565,-0.7453282,-0.48456064,-10.8643
Nuc_Texture_Correlation_DNA_5_03_256,0.112030126,0.27152678,1.1592547,6.709643,-2.0120559,0.5807172,-0.18788733,0.08895769,-0.13584934,-0.725632,0.22393471,-0.5714171,-0.9656485,-1.9412245,2.4408562,0.06466632,0.6784797,0.058432173,-2.5004058,0.5061059,0.2920078,1.6244427,-0.14678602,-2.162217,0.09543723,0.097278826,-0.6472756,2.5864,0.0023718874,-0.3872734,2.981675,0.23598973,1.3553314,0.17116793,0.015903905,4.0302386,0.30779186,-0.7556262,-5.502165,-4.722971,0.055643175,-0.0929172,3.947591,-0.21286309,-0.7261722,0.3930304,0.36037612,0.21716456,-0.0045687803,3.7636087,-0.3671778,-1.4944715,-0.79572505,1.9560765,-0.8095336,-0.39914167,2.7627392,0.33566907,-0.88513565,-1.3966002,0.05524208,2.8799994,0.044628024,0.6211538,2.4457226,-0.9818263,3.2520695,-2.0640225,0.029968008,3.6811736,-0.25825238,0.4309567,-0.61352736,-2.1312482,0.69885033,2.8023071,1.0855404,-0.19251509,0.049411703,-3.748626,-6.410799,-2.4942255,0.28395742,-2.0292342,2.1783926,0.06259435,2.0421946,-0.14005855,1.6335722,-0.9290576,-0.29427376,-0.10279582,2.1364233,-3.0169652,0.7960971,-0.30531406,-0.040893212,-0.25544384,-0.09709633,-0.8391855,-0.5742639,0.58319753,-0.67251855,-3.902066,-0.46081766,0.27387673,-0.6212342,3.0577984,-0.0073529533,-1.77916,2.0055587,-0.05843879,0.35661134,-8.4338,-0.2887857,2.700723,0.1779238,-0.41903242,-8.083533
Nuc_Texture_Correlation_ER_10_00_256,-0.012344986,0.48750505,0.016619781,1.9963058,-0.25441882,0.30278865,0.29096138,0.50690895,0.108579166,-0.35444114,0.44082868,1.8743296,0.024721285,-1.0324268,1.2728583,0.2894574,0.09879605,-0.1966397,1.375352,-0.019295732,0.49522772,1.2717786,-0.1920019,-0.4423286,-0.20587204,0.14885439,0.3750842,1.7765254,-0.3554574,-0.59592575,2.1998107,0.47772598,0.561085,-0.019124767,0.14550124,3.3132665,0.14473772,-0.29262766,-0.5175431,-0.88202333,-0.11147801,-0.13324644,2.1796105,0.63942605,-1.134364,-0.49649382,0.05305302,0.063425206,-0.06670115,4.071961,-0.3099631,0.41406286,-0.066685475,0.7529053,2.265692,-0.45759615,1.0513567,0.11547062,-0.44651377,-0.35667023,0.372452,2.0557604,0.0568947,0.5832198,1.4745613,-0.6154157,3.2672129,-1.7628132,0.49449575,0.4738761,-0.41558376,0.2733468,-0.48690736,-1.0845015,0.24601556,3.9027288,0.30633172,0.2091574,0.2666662,-1.0748755,-1.8545855,-0.48873866,0.03473806,-0.95111364,1.1687843,0.41547337,1.1492603,0.3003752,0.7144508,-0.86976975,-0.5608127,0.25382897,0.83131766,-1.3798084,0.36316308,-0.64570075,-0.20565896,-0.8115236,0.3071426,-3.056404,-0.12331592,0.31705818,-0.5045867,-1.0531026,-0.8447032,-0.03865524,-0.03685489,1.7174326,0.15862668,0.13786721,2.0445933,0.39579272,0.3396684,-0.1733203,0.0010553399,1.219498,0.63623893,0.5742168,0.861671
Nuc_Texture_Correlation_ER_10_01_256,-0.059981603,0.59006125,0.5143254,2.7284768,-0.59685844,0.88667077,-0.09098063,0.3183911,0.48456112,0.03118288,0.04409199,0.1929035,-0.8974803,-1.0520384,0.7948784,0.17460214,0.051695276,0.26453462,-2.711079,0.49707142,0.16656019,1.7250241,-0.035278786,-0.53399277,-0.36245915,-0.013547353,-0.24958403,0.86198455,-0.51911706,-0.5116246,1.2628273,0.12631594,0.7575591,0.11825529,-0.057159405,3.4587357,-0.6330928,-0.21595688,1.6150156,-2.0453565,-0.30296692,0.2871857,2.6466656,0.11554235,-1.1957457,-0.28525528,0.0016884804,-0.016636437,-0.20298208,5.313235,-0.6158094,0.16183811,0.09466503,-0.13043213,1.1525133,-0.81937927,0.76912063,-0.011243184,-0.47658864,-0.20315982,-0.06216525,2.0034535,-0.10701308,0.20106737,0.9800598,-0.37378767,3.7743042,-0.15662777,0.045807343,1.550944,-0.6050997,0.0448119,-0.66927844,-0.9173444,-0.80535984,3.1279173,-0.14268498,0.07059886,0.5308061,-0.7393863,1.1172677,-1.5112796,-0.29002702,-0.7108535,1.0875989,0.14276567,2.122379,-0.49339652,0.95740813,-1.2423596,-0.115927644,0.19513965,0.4858215,-2.0850801,-0.054751296,-0.65209466,-0.16352288,-0.2617853,0.097394206,0.027708054,0.18757522,0.1968646,-0.30881396,-1.4245237,-0.13077368,0.24893834,-0.5415067,1.9533682,0.19792072,-0.9941351,2.527589,-0.38003957,0.4689158,-5.3364716,0.2193474,1.0970803,0.2857218,0.5662556,1.2854952
Nuc_Texture_Correlation_ER_10_02_256,0.5570943,0.5035331,0.44347915,2.1684344,-0.1665127,0.64412504,0.1844027,0.32828987,0.26999125,-0.47764567,0.10928407,1.2577586,-0.2140407,-0.97783905,1.0376024,0.26344913,0.65421754,-0.18947941,-0.655061,0.38365427,0.24280025,1.1520107,-0.21969558,-1.0754622,-0.20238757,-0.27385885,0.050094306,1.8652586,-0.26697788,-0.057099093,2.0820627,0.51629,0.76083213,-0.023281991,0.12162129,3.9168072,-0.24121182,0.03110472,-0.6627694,-1.060307,-0.45938993,0.123837925,2.8099058,0.3396139,-0.99131536,-0.09780011,-0.221732,0.014876087,-0.059915036,3.5361822,-0.6203269,0.060860682,-0.022593647,0.43330875,1.2781171,-0.71459943,1.4490346,0.05855723,-0.5443434,0.009345397,0.14227915,1.9274362,0.30897075,0.6002774,1.3332709,-0.66843444,3.5577443,-1.1966615,0.21672817,0.534005,-0.40783575,0.09779131,-0.7296576,-1.3945309,0.40021563,3.4950192,0.08495438,0.14335053,-0.073179424,-1.3117462,-4.7832246,-0.8715722,-0.08384786,-1.2231046,0.8305219,-0.037992,1.0012239,-0.11706099,0.70884293,-0.8313561,-0.17513914,0.20069887,1.3086599,-0.7400787,0.50598866,-0.2914902,-0.02827241,-1.072969,0.054754425,1.0543733,0.21232623,0.17048138,-0.12276181,-1.1421183,-0.79307777,0.21275765,-0.68270236,2.0681603,0.10718421,0.7132868,2.0747926,-0.03516699,0.32134995,-1.2230581,-0.19624512,1.1907853,0.54605526,0.5540105,-0.65643054
Nuc_Texture_Correlation_ER_10_03_256,0.3154275,1.1591188,0.5297132,2.80534,-0.7333643,1.1346802,0.0643954,0.17752624,0.14219186,0.252068,-0.073118806,-0.0773193,-0.33364567,-1.1733762,0.9665933,0.48317876,0.10182903,0.1094956,1.3489243,0.32740542,0.13670598,1.3241893,-0.6530265,-0.3205646,-0.08419136,0.11157957,-0.31635532,0.7136163,-0.3591423,-0.37372395,1.1306792,0.3520882,0.84655714,0.30806234,-0.010601282,3.1277144,-0.17962927,-0.14148326,1.9590756,-2.1584828,0.023068478,0.23112732,2.4291189,0.1841238,-1.0728588,-0.22069795,0.085291326,0.065897584,-0.117452376,5.418249,-0.42515025,-0.1456604,0.31758663,0.10732722,1.2634006,-0.48810372,0.6802729,0.21468963,-0.42825595,-0.53011197,-0.18953355,2.3874474,0.137987,0.015945932,1.1284881,-0.5794684,3.4273748,-0.87730575,0.23690385,1.6934882,-0.50264716,0.32198125,-0.083606906,-0.8782142,-0.29110774,2.7368565,0.34393302,0.39156365,0.24943672,-0.7363365,-7.074144,-1.2784009,0.39812246,-0.2816612,0.6677249,0.056349754,2.055531,-0.28050563,0.5965883,-1.1893367,0.3103734,0.3863,0.7771656,-1.3170111,0.23164678,-0.3828446,-0.039269704,-0.2707042,0.004619648,-3.6918535,0.16286343,0.4460665,-0.45384976,-1.1725504,-0.009417583,0.20189828,-0.5489045,1.8687321,0.18280108,-1.0543596,2.456805,0.14279449,0.4101461,0.37656984,0.12331343,0.97153777,0.20737545,0.13661097,12.125499
Nuc_Texture_Correlation_ER_3_01_256,-0.2088814,-0.4135263,0.40893003,2.82007,0.45666602,-0.17896949,0.22008009,-0.23587988,-0.29693747,-0.46639553,0.31925014,4.367656,0.40281403,-0.61305803,1.0384662,-0.061746668,0.13786477,0.26190853,0.23297282,-0.06856224,0.12985153,-0.41170108,0.10256345,-1.3396515,-0.09702489,-0.23928623,-0.43430498,2.59141,-0.011753355,0.09001144,3.2417972,-0.16156936,0.066192925,-0.11133525,-0.33357778,3.5149467,0.439636,-0.2973124,-5.9664116,-0.4508052,0.23321016,-0.5439128,2.1641781,-0.30122146,0.2981331,0.51366234,0.12942295,0.10471749,-0.4912437,-0.13927722,-0.19788618,-0.33058193,0.22750358,2.2940881,0.7820604,-0.14656852,2.1331322,-0.025581062,-0.3800248,-1.086034,-0.31173256,0.85594434,0.18754458,0.64292175,2.0741355,-1.288369,2.9573936,-0.39869583,0.22525877,1.3678074,0.11185509,-0.34414348,-0.21059197,-0.7794617,1.5676203,3.60472,0.23211586,-0.2905016,-0.09106386,-1.3218466,-2.127918,0.8287851,-0.16016509,-0.916547,0.6803414,-0.17736606,0.60887605,0.18621856,0.40714172,0.08447933,0.16758658,-0.80090714,0.7035411,-0.00535957,0.82425445,0.085407734,-0.041327555,-0.8667801,0.4952003,1.264326,-0.50396246,-0.10073841,-0.13057287,-1.2404801,-1.0477289,0.5421272,0.0036881368,1.789205,-0.7024498,1.2671192,-0.20648402,-0.1617314,-0.24686022,-0.029130617,-0.25944805,0.9457738,0.5823686,-0.011434044,4.634281
Nuc_Texture_Correlation_ER_3_03_256,0.00830255,-0.3816944,0.6654752,2.6255512,0.11150086,-0.19049436,0.3068718,-0.09608985,-0.3690498,-0.30050647,0.48668924,3.3370886,0.6587685,-0.59563786,1.1194328,0.02976627,0.08340656,-0.08125862,1.6839327,-0.18253595,0.028345108,-0.3930881,-0.25265622,-1.3449444,0.0631293,-0.45229682,-0.4939182,2.4533908,0.14802086,0.21488278,3.1852062,0.093708776,0.092834614,-0.115248226,-0.26236346,3.4877691,0.41843036,-0.2342211,-5.4075737,-0.75148076,0.24965246,-0.42923716,2.576406,-0.28746295,0.25074863,0.33814928,0.21767557,0.14649343,-0.44307968,-0.41503718,0.25831217,-0.7611602,0.075967275,2.4944885,1.1836613,-0.019380659,2.3772736,-0.3147593,-0.5529583,-1.1995906,-0.41283417,1.0622144,0.42181945,0.6312377,2.033518,-1.262568,2.5487418,-0.34872994,0.12202829,1.7207254,0.12494136,-0.25767255,-0.05541575,-0.93587685,1.7884351,3.7100697,0.40523896,-0.12881455,-0.034166276,-0.84352636,-0.8356776,0.993845,-0.106694065,-0.36010465,0.5845962,-0.00062229234,0.6229628,0.38574818,0.15397996,-0.021742523,0.3676341,-0.7592209,0.63147867,0.2890283,0.97341806,0.053074796,0.09236273,-0.5980902,0.11566955,-5.580902,-0.7796673,-0.062719174,-0.36135077,-1.023925,-0.74856657,0.35170162,-0.3132458,1.7949514,-0.62171245,1.1231462,-0.008854906,-0.0047923326,-0.13362955,0.15622775,-0.4779904,0.90406626,0.3772863,-0.16270643,-0.13486736
