gene,highly_variable
ELSPBP1,False
RNASE3,False
PTK2,False
RSPH10B2,True
PTAFR,False
PTPN9,False
RNASE6,False
NPR1,False
KCNK9,True
CXCL8,True
SCN9A,True
RASSF6,False
COL22A1,True
SDC2,False
CD52,False
MMGT1,False
SPRR1B,False
SPRR1A,False
OR4K14,False
OR4K15,False
TM2D2,False
HTRA4,False
PLEKHA2,False
CLIC4,True
SLC38A11,False
GPR183,False
CRCT1,False
CCDC8,False
METTL15,False
ZNF280A,True
MUC15,False
CT55,True
ZEB2,False
GJB1,False
PCBP1,False
HINT1,False
DTWD2,False
VPREB1,False
CLIC3,False
INO80E,False
BNC1,False
DFFB,False
NFU1,False
ANTXR1,False
GKN1,False
CKAP2L,True
C15orf40,False
RAMAC,False
PROKR1,False
APLF,True
BOLA2B,False
RGPD8,False
HIC2,False
LUZP1,False
HEXD,False
BCRP6,False
BCRP2,False
DRD5,False
BUB1,True
SPNS1,False
LRRC45,False
CHRNA5,True
MT1B,True
CENPX,False
AGPAT2,False
ASPSCR1,False
GP9,False
FASN,True
CNBP,False
MT1E,True
ACTRT2,False
DUS1L,False
GPS1,False
RFNG,False
DCXR,False
ZNF32,False
LDB2,False
RAC3,False
NRG4,False
LIMS1,True
TMEM266,False
NLGN1,False
TAPT1,False
PRYP3,False
UGP2,False
TAS2R1,False
LINGO1,False
PRY,False
RBMY1F,False
PRY2,False
RBMY1HP,False
HNRNPF,False
BTD,True
CSGALNACT2,True
TACR3,False
GSX1,False
TSPY14P,False
PCDH7,True
ROBO1,False
ONECUT1,True
AVEN,True
P2RY1,False
CTNND2,False
TRIM56,True
MUC17,True
AHSP,False
WNT10B,False
CALML6,False
REPS2,False
MUC3A,True
SYAP1,False
ITGAM,True
PYDC1,False
TPST1,False
TM4SF4,False
TOR1AIP2,False
S100G,False
TM4SF1,False
OTUD3,False
OTUD7A,True
GUSB,False
BRD3,False
KLF13,False
FRMPD4,False
ZFPM2,False
ZNF764,False
HSFY2,False
ZNF747,False
ZNF768,False
TAS1R3,False
TMEM42,False
MAP3K2,False
PUSL1,False
SF3B5,False
ZNF35,False
TIGD4,False
IFFO2,False
NLGN2,False
MYO7B,False
CHD3,True
TMEM154,False
MYRIP,False
ALCAM,True
YWHAG,False
UBE2E3,False
CNTROB,False
TRAPPC1,False
ZPLD1,False
KCNAB3,False
SERPINA9,False
FAM153A,False
GPR37L1,True
SIMC1,False
TMEM192,False
NSG2,True
SPDYE5,False
SERPINA6,True
ZNF778,False
NIPA1,False
FOXD4,False
GPR25,False
UBE2E1,False
HNRNPA3,False
SIK2,True
RNF150,False
CCDC144A,True
FAM88B,False
VGLL2,True
HOXD4,False
CHRNB1,False
HOXD12,False
GYPA,False
USP38,False
SLC16A5,False
NANP,False
ANKK1,True
ADRA1B,False
ADPRM,False
FABP6,True
PWWP2A,False
USP50,True
USP47,False
PDCD6IP,False
MRGPRX1,False
ZNF212,False
MRAP,True
FAM161A,True
ZNF282,False
GLB1,False
GON7,False
FAXDC2,True
CRTAP,False
HSPB2,False
C7orf33,False
CNGB3,True
SLN,False
ELP5,False
CMTM8,False
GABARAP,False
LGALS9B,False
STX8,True
CDK1,True
UBB,True
NFRKB,False
FABP4,False
FRMPD2,False
PRDM10,True
B3GNT2,False
FOS,True
TMED10,False
OR2A20P,False
SETMAR,False
SMAD1,False
CST5,False
CST2,False
EMX2,False
CST1,True
SP7,False
TCAF2,False
SEMA3E,False
LRRN2,False
SLC30A1,False
DCLK2,False
ZNF804A,True
GPRC5C,False
TMEM182,False
VSTM2A,True
KRT8,True
KRT78,True
ADORA2B,False
SDR9C7,False
MGMT,False
METTL7B,False
KRT86,True
HARS1,False
NFXL1,False
KRT75,False
DENND5B,False
CD14,False
DNAJC18,False
KRT6C,False
RIOX1,False
SPATA24,False
RALGAPB,False
PYM1,False
MZB1,True
KRT4,False
SLC23A1,False
KRT74,False
NPAS2,False
KRT72,False
KISS1,True
LONRF2,False
NUDT9,False
HSD17B13,False
PA2G4,False
COX7B2,False
ELOVL6,False
KRT83,False
PFKFB3,False
TMC7,False
ARL6IP1,False
SERPINB9,False
SMAGP,False
IRX1,False
CDH2,False
IRX2,False
EMB,False
SIX2,False
DLGAP1,False
STAT2,True
NUDCD2,False
IRF2BP1,False
OR9K2,False
HSPA4,False
FOXA3,False
GARIN3,False
SLC26A5,False
COMMD5,False
SGCD,False
GTSF1,False
DPY19L2P2,False
ZNF16,False
ARMC10,False
RNF34,False
ACYP2,False
TRABD,False
ATF7,False
RASA4B,False
SOCS6,False
CAVIN4,True
OR10A3,True
ZNF296,False
OR5E1P,False
HOXB9,False
TTLL6,False
POLH,False
SYT9,False
KCNS3,False
RBMXL2,False
KIF5B,False
GPR37,False
AKAP13,False
TPD52L3,False
CDCA4,False
OR10A4,False
SDR16C5,False
DYDC1,False
OR10A2,False
CHCHD7,False
HTRA3,True
FOXN2,False
LMOD2,True
BFSP2,False
FSHR,False
CELP,False
USP32,False
CEL,False
PPM1D,False
GPR27,True
PSG6,False
KBTBD2,False
RIOX2,False
TRIAP1,False
LILRP2,False
LSM3,False
KIAA0232,False
MTSS1,False
TMEM43,False
RNF139,False
RPS9,False
PLA2G1B,False
CYTL1,False
TSEN34,False
TRH,False
GSTA4,False
MSANTD4,False
NDUFA3,False
OSCAR,False
PAQR8,False
NUDT6,False
TPT1-AS1,False
OR7G3,False
TANC2,True
OR7G2,False
TEX13B,False
PKHD1,False
OR1M1,False
NCBP2L,False
DNAJC24,False
MBD3L1,False
ZNF160,False
PGK2,False
OR8B12,False
ZNF415,False
CAVIN3,False
CEACAM3,False
DCDC1,False
HAS2,False
PDGFD,False
PLAC1,False
DDI1,False
LINC00208,True
S1PR1,False
HS6ST2,False
OR4D5,False
PYGO1,False
LRRC8E,False
PKIA,False
XKR6,False
TSNARE1,True
FPR2,False
FPR1,False
PATE1,False
OR13H1,False
FEZ2,False
SOX7,False
C8orf74,False
C11orf24,False
FAM86JP,False
ALK,False
KYAT1,False
MTM1,False
SIGLEC17P,False
OBP2B,False
TRMT61B,False
INSR,False
MFN1,False
GIMAP8,False
HSFX1,False
NRTN,False
KCNMB3,False
FUT3,False
KCNG3,False
ATP6V0E2,False
PRKCE,True
OR2K2,True
JAGN1,False
RLN3,False
TADA3,False
SOCS5,False
C1GALT1C1,False
BBLN,False
MORN4,False
ZNF672,False
ZNF692,False
NAIF1,False
RBKS,False
OR2M4,False
GRIK1,False
MUC7,False
OPRPN,False
SMR3B,True
TMEM126A,False
TMEM126B,False
TRIM8,False
NETO2,True
CSN3,True
CLDN20,False
CDC42BPG,False
SCAND1,False
JUNB,True
FAM241B,False
TMEM37,False
UGT2B7,True
LRG1,True
SHCBP1,False
SOSTDC1,False
NPTX1,True
FAM98B,False
ZNF439,False
ZNF440,False
GAA,False
CANT1,False
KCNK3,False
ZDHHC16,False
CHST11,False
EXOSC1,False
PGAM1,True
CHD7,False
ESCO2,False
KRT19,True
KRT15,True
LURAP1,False
KRT38,False
CLCN5,False
TPPP,True
KCND3,False
APLN,False
KRTAP4-4,True
KRT13,False
XAGE3,False
KRT9,False
XAGE5,False
PDE7B,True
MRPL36,False
ZNF581,False
NAT1,False
KRT20,True
GLOD5,False
KSR2,True
ZNF524,False
MCC,False
KRT27,False
ZBTB26,False
CDK5R2,False
DSEL,False
POLR1C,False
ASXL1,False
OR1L6,False
DLK2,False
ZNF562,False
ZNF318,False
ZNF561,False
WIPF2,False
HOPX,False
SPACA5B,False
OR1L3,False
SSX6P,False
NLRP5,False
LRRC8C,True
SPACA5,True
RSL1D1,False
LRRC8D,False
MROH2B,False
OR1L8,False
PPID,False
OR1N2,False
COL24A1,False
ETFDH,False
OR1N1,False
RXFP1,False
LPAR3,False
PTGER4,False
TBCA,False
NEUROD2,False
MAP6,False
OTP,False
ECEL1,True
BCL2L1,False
FGG,True
FGA,True
OR2AT4,False
FGB,True
PLRG1,False
RAB4B-EGLN2,False
ZNF584,False
DSCAM,False
DNAI2,True
NMUR1,True
CLSTN1,False
CXXC5,False
ZNF274,False
PIK3CD,True
PTCRA,False
SLC25A33,False
ENC1,True
SPSB1,True
P2RY6,False
BPTF,False
S100Z,True
ZIK1,False
GPR82,False
NMRAL2P,False
GPR34,False
SHANK2-AS3,True
PLEKHG5,False
ATF7IP,False
LKAAEAR1,False
RGS19,False
TCEA2,False
DEFB4A,False
ANO5,False
HDAC3,False
SPATA46,False
GPHN,False
VAT1L,False
TMEM51,False
CAMTA1,False
LGALS4,False
LRRC34,False
PAH,False
SPATA5L1,False
GATM,False
SYCE1,False
NXNL1,True
RASGRP4,False
NHLH1,True
SLFNL1,False
BCL2,False
RHNO1,False
CTPS1,False
UTF1,False
KNDC1,False
WDR87,True
METTL18,False
CFAP46,True
COL8A2,False
PWWP2B,False
PCDHB1,False
ZNF540,False
ANGPTL7,False
FBXL14,False
EXOSC10,False
ZNF570,False
NINJ2,False
MLLT3,False
FAM90A1,False
RRM2,False
TRAPPC12,False
IFNB1,False
RPS21,False
C3AR1,False
MRM3,False
PTEN,False
RPS7,True
PRND,False
RNASEH1,False
PRNP,True
KLF17,False
ADRA1D,True
FRMD5,True
AQP4,False
MIR31HG,True
CYP4F11,True
TLN2,True
LGALS9C,False
TVP23B,False
FBXW10,True
OR10H3,False
ZNF217,False
OR10H2,False
SRGAP2C,False
OR52A5,False
SCG2,False
ATPAF2,False
CYP4F22,False
FOXB1,True
PPIH,False
DRC3,False
ZNF57,False
SHLD1,True
C11orf40,False
JMJD1C,False
LDHAL6B,False
SYNPO,True
OR52P2P,False
ZNF556,True
MAL,False
ZNF554,True
RAB33B,False
THOP1,True
ANKRD20A4P,False
REG3A,True
GAP43,False
REG1B,False
EPHX4,False
LAMB2,True
USP19,False
QARS1,False
ORMDL3,False
SERF1A,False
KLF11,True
LRRC15,True
SMN1,False
EIF2AK3,False
TEX37,True
MOB3A,False
KRCC1,False
NME6,False
CYCS,False
CD8B,False
SLFN12,False
CALB2,False
SLC9C1,True
OR1A1,True
OR7A2P,False
OR1A2,False
OR8I2,False
LCE1D,False
CCL11,False
FRMD3,True
SNTB1,False
MTBP,False
TEFM,False
MRPL13,False
MALT1,False
PRL,False
ISG20,True
HMGN1P35,False
OR4C11,False
MBOAT1,False
OR8U1,False
ID4,False
OR4X2,False
GPR22,False
CXCR6,False
CEBPB,False
AZU1,True
TPSAB1,False
ATOH1,False
PAIP1,False
CLEC7A,True
C5orf34,False
C1QTNF4,False
SERHL,False
NEGR1,False
ZNF131,False
MACROD2,True
DPAGT1,False
BSG,True
HINFP,False
PRYP4,False
CDY1,False
OR10V1,False
CERS6,False
CSPG4P4Y,False
SPTLC3,False
GOLGA2P3Y,False
COPRS,False
TP53RK,False
B3GALT1,False
OR5A1,False
CLEC12A,False
OR5A2,False
BPGM,False
POP7,False
ALG14,False
SUCLG2,False
CSPG4P3Y,False
STARD5,False
CSDC2,True
RCAN2,False
IL16,True
ABCG4,True
CDY1B,False
GNB2,False
CFAP53,True
OR5B12,False
OR5B2,False
MCRIP2,False
PDZD3,False
C2CD2L,False
OR9I1,False
ARNT2,False
GNG12,False
PRSS27,False
MYOZ2,False
SYNPO2,True
DNAJB7,False
CLP1,False
INSL5,False
EFCAB3,False
TTC36,False
RSPH9,True
COPS9,False
GTPBP2,False
FGGY,True
OR9G4,False
IL17D,False
OR5AR1,False
PRSS30P,False
FUT9,False
OR5AP2,False
TCEAL1,False
ZNF24,False
HSFY1,False
MANEA,False
RAB40A,False
MAB21L4,False
AGXT,False
OR8J1,False
OR5T3,False
AFF1,True
ACOT12,True
FIBP,False
CARNS1,False
OR10H5,False
BANP,True
PPP1CA,False
HCFC1,False
FAM170B,False
CTSW,True
NIPAL4,False
MUCL1,False
SNTG2,False
FNDC9,False
PDE3A,False
RASGRP1,False
KLHL6,True
CHCHD1,False
MRPL52,False
SMPDL3A,False
RND1,True
RAD9A,True
EFEMP2,False
OR10AD1,False
AGAP5,False
WASHC2C,False
TMEM134,False
ZMAT3,False
ZFAND4,False
THEMIS,True
MOS,False
ZNF738,False
MS4A10,False
SLFN11,False
GARIN2,False
CCL19,False
CORO1B,False
FUT10,False
LRRC20,False
MUS81,False
PURG,True
TMEM217,False
OR4D9,False
RPL12P13,False
ZNF596,False
COL6A5,False
CFL1,True
TMCC1,False
NAA16,False
OR5B3,False
EFCAB12,True
OR10W1,False
PSME3IP1,False
RAB43,False
FADS6,True
ZNG1A,False
HOXC5,False
RAB37,False
DCP2,False
ZBTB8OSP2,False
SNX32,False
RPL38,True
CYP7B1,True
OVOL1,False
RARG,False
CES4A,False
CES3,False
SSH3,False
CES2,False
PDP2,False
SP3,False
KRT2,True
DMXL1,False
METAP1D,False
ZNF621,False
EGFL7,False
NADSYN1,False
DHCR7,True
ACTE1P,False
LVRN,False
COX6B1P3,False
NBEA,True
RNASEH2C,False
MYEOV,False
ANKRD13D,False
MRGPRF,False
MYD88,True
MRGPRD,False
OXSR1,False
SLC22A13,True
PHF8,False
LCLAT1,False
ADH6,False
MIR4435-2HG,True
XKR3,False
FRG2C,False
UNC93B3,False
VDAC2P5,False
KAT5,False
SH3RF3,False
GXYLT2,False
HPSE2,False
DCAKD,False
ARPP21,False
TADA2B,False
CCDC96,False
GRK2,False
RELA,False
EVC2,False
ZNF680,False
HECTD4,False
FAM222B,False
BNC2,False
DELEC1,False
RXFP4,False
HPSE,False
COQ2,False
CCDC63,False
HSPA6,True
TRMT112,True
LRRN3,False
KDM2A,False
ACSM6,True
ADCK5,False
MRPL57,False
NOC3L,False
ESRRA,False
RHOD,False
ADAMTS20,False
COMMD1,False
RAPH1,False
MTX1,False
ADCY5,True
PARP14,True
CYSLTR1,False
PARP15,True
CKS1B,False
ABCD2,False
AHSA2P,False
ABLIM3,False
MAB21L3,False
TUBB8B,False
MFSD4B,True
VANGL1,False
GLRX,True
IQCB1,False
SYT12,False
GOLGB1,True
TERF1P1,False
C11orf86,False
LIPM,False
GPR151,True
DMRT2,False
ZNF483,False
PLAC8L1,True
SLC2A14,False
GPR137,True
SNCG,False
MMRN2,False
MZT2A,False
TNKS,False
ZNF449,False
ZBTB21,False
PPP1R3B,False
OR10K1,True
FAM86B3P,False
GPR148,False
STOX2,False
MAP3K11,False
TRIB1,True
CST9,False
KCNK7,False
SFT2D3,False
C1QB,False
C1QA,False
NDNF,False
IQCF1,True
OLR1,False
GLIPR1L1,False
DAG1,True
INSM1,False
DAB1,False
ARV1,False
NAA20,False
IHO1,False
RNASE8,False
SAA1,True
MICOS10,False
EHBP1L1,False
THAP2,False
TMEM196,False
RNF26,False
PPP1R14B,False
RNASE11,False
ZNRD2,False
AGR3,False
SMARCC1,False
ZNF417,False
PTPRM,False
FKBP2,False
VEGFB,False
PEAK1,False
TNFRSF10D,False
MST1,False
TNFRSF10C,False
GMPPB,False
MOB1B,False
ZNF622,False
CSPG4,False
SNX33,False
FAM166C,False
NABP1,True
ADGRF3,False
NLRP13,False
CHD2,False
XCR1,False
CCDC106,False
CCR9,False
CEP83,True
SULT1B1,False
NUDT4,False
PC,False
UGT2A1,False
SCAI,False
GPRC6A,False
NMNAT1,False
LRFN4,False
TRAPPC3L,True
APOBEC4,False
SLC19A1,False
HSPB7,False
RCE1,False
UQCRH,False
TAS1R1,False
HES3,False
EIF1AX,False
SPDYE2B,False
OR1L1,False
BCLAF3,False
PSMD1,False
ADGRG2,False
SPATA3,False
MUC13,True
SUSD5,False
HEG1,False
WFIKKN2,True
C11orf80,False
TOMM20,False
FAUP4,True
C1orf100,False
AGFG1,False
STAT5B,False
CD7,False
TOPAZ1,False
CNP,True
JUP,False
HAP1,True
TDRD12,False
PPIAP7,False
CCDC13-AS1,False
EIF1,False
ENDOV,False
RNF213,True
TIGD3,False
KCNH6,False
MARCHF10,False
PLK3,False
NET1,False
DPY19L1,False
PHOSPHO1,True
ZNF791,False
PHC3,False
GPR160,False
CBX2,False
SPTBN2,False
GOLIM4,False
KRT28,False
RBM4B,False
ATP5MK,False
HOXB2,False
C1QTNF1,False
MARCHF3,True
SWSAP1,False
SLCO4C1,False
RBM4,False
PIFO,True
XXYLT1,True
SNURFL,False
UBXN2A,False
COMMD5P1,False
RAX2,False
LRRC63,False
TCAP,False
CCS,False
NRROS,False
CEP19,False
KLHL15,False
FBXO45,False
CBY2,False
TENT5D,False
GNG5,False
FAM3C2P,True
SLC25A30,False
C9orf131,True
CD34,False
CTSF,False
MSRB3,False
LEMD3,False
C16orf91,False
TLR10,False
TLR1,False
TLR6,False
FAM174A,False
RGMB,False
FAM53A,True
NWD2,True
CYB561D1,False
GSTA3,False
ZDHHC24,False
TRMT10C,False
SELP,False
CTU2,False
MGA,False
KICS2,False
ARL13A,True
SNX31,True
PIGG,False
PRPF8,False
ADCY6,False
REP15,False
PITPNA,False
DDX23,True
ZNF80,False
ZNHIT2,False
EVX2,False
ZBTB4,False
TNK1,False
ZHX3,False
PHLDA3,False
DIRC1,False
SLC16A11,True
SLC16A13,True
GLIS1,False
OR2Y1,False
CHRNA9,False
PODN,False
STAG3L3,False
SLC6A19,False
SNHG11,False
KCNJ5-AS1,False
EXO1,False
RALGAPA1,False
PMS2P6,False
CRMA,False
LIG4,False
MIR1-1HG,True
PPIAP24,False
TRHR,False
RPL35P9,False
GTF2IRD2B,False
ABRA,False
ATP2A2,False
ZWILCH,False
RPL4,True
SNAPC5,False
STARD6,False
GOLGA6L2,False
VWC2L,False
C12orf76,False
ZCCHC12,False
CNTNAP2,False
GALNTL6,False
LINGO2,False
BBS1,False
DENND4A,False
PPIAP80,False
IGDCC3,True
GCSAM,True
ANKRD36C,True
SLC26A9,False
MFSD4A,False
PELI3,False
TTC9B,False
MYO1H,False
TMEM81,False
MRPL11,False
KLK15,False
IL20RB,True
GOLT1A,True
RPL10P2,False
AKIRIN1,False
NPAS4,True
MSL2,False
ZNF497,False
TRAM1L1,False
CMKLR1,False
ANGEL2,False
UGT8,False
KY,False
IQCK,False
SLCO2A1,True
ZNF266,False
OR7D4,False
SLC29A2,False
BRSK2,False
VN1R6P,False
FAM47DP,False
GRIK1-AS1,False
B4GAT1,False
TMEM167A,False
LEP,False
SH3PXD2B,False
PPIAP72,False
RESF1,False
LARP7,False
FGFBP3,False
NR1D2,False
PABPC5,False
BRMS1,False
RPL15,True
FAM241A,True
HRAS,False
WDR49,True
SRP72,False
PCP2,False
RIN1,False
ODAPH,False
THAP6,False
CEP135,False
FZD4,False
CD248,False
BTC,False
PDZK1,False
ADGRE1,False
DENND6A,False
PDE12,False
GLMN,False
DNAH12,True
YIF1A,False
CNIH2,False
AMY1B,False
NLRP6,False
NDUFA11,False
RSRC1,False
CATSPERD,True
SLC66A1L,False
RAB1B,False
METTL15P1,False
OR9G1,False
PTDSS2,False
MICOS13,False
C3orf33,False
VN2R1P,True
OR5M3,True
SEZ6L2,False
ASPHD1,False
KCTD13,False
P2RY14,False
AMZ1,False
GPR171,True
GPR149,False
CD164L2,False
FUT1,False
DHX36,False
OR5J2,False
ZIC4,False
OR10AG1,False
PAIP1P2,False
OR4S2,False
FBXW8,False
CA5A,False
ZG16,False
KLC2,False
SLC22A1,True
TEX36,False
CTBP2,False
CHST2,False
ZDHHC14,True
ATR,False
SNHG29,True
UBE2C,False
DSG4,False
GK5,False
VCPIP1,False
RTP1,False
DES,False
PDIK1L,False
SPSB4,False
RAG2,False
TRAF6,False
ZNF654,False
TVP23C,True
MRPS22,False
PACS1,False
WFDC5,False
MARCKSL1,False
SH3BP5L,False
OR2T1,False
TMEM51-AS1,False
YPEL2,False
CADM2,False
ABO,False
PSMD2,False
FAM182B,False
PPM1E,True
FAM131A,False
CSRP2,True
INHBC,True
PARL,False
DDIT3,False
PCCA,False
HIGD2B,False
DCTN2,False
NPPA,False
ZNF408,False
CTDSP2,False
CKAP5,False
ARHGAP1,False
MED16,False
ATG13,False
GAL3ST3,False
C1orf127,False
CHST1,False
GOLGA8A,False
VWA3A,True
TP53I11,False
CENPS,False
DOLK,False
PHYHD1,True
CATSPER1,False
ANKRD30BP1,True
CCNE2,True
PHYKPL,False
ANKS4B,False
CST6,False
GRAMD2A,True
NF1P5,False
ZNF519,False
LSM1,False
PROP1,True
ISX,False
BANF1,False
APOF,False
CHRNA7,False
TMEM9B,False
NRIP3,False
PTPN2,False
SCUBE2,True
EIF1AD,False
SMAD2,False
EIF3F,False
ZNF25,False
OR10P1,False
ARL10,False
CLTB,False
PCSK1,False
LPL,False
RFESD,False
CCDC14,False
TBC1D10C,False
SART1,False
PPP2R2D,False
MCTP1,True
POLD4,False
OR52W1,False
LRRC25,True
DPP10,True
CLCF1,False
ACRP1,False
TSGA10IP,True
GPR152,False
UBQLNL,False
UBQLN3,False
PNLIP,False
LIPT2,False
KCNE3,False
CABP4,False
ALG10B,False
DRAP1,False
LONRF3,False
UCP3,True
UCP2,False
C11orf68,False
PAAF1,False
MRPL48,False
RAB6A,False
P2RY2,False
FOSL1,False
ERCC4,False
SUGCT,False
CCDC85B,False
TMEM70,False
ERCC6L2-AS1,False
OR4B1,False
RPS6KB2,False
RMI2,True
PRM1,False
DRD5P2,False
TOM1L2,True
TEX26,False
GOLGA8DP,True
ZNF77,False
GPR156,False
CCDC197,True
MTLN,False
KDF1,False
B3GNTL1,False
RBMXL3,False
MLXIP,False
LINC02873,False
BAK1P1,False
RWDD4P2,False
NR2F1,False
LINC02915,False
EIF3KP1,False
AURKAIP1,False
TTLL11,True
EIF4E1B,False
TOMM5,False
LINC01106,False
ZBTB44-DT,False
LINC02694,False
SLC35E3,False
PRIMA1,False
ZNF169,False
RUVBL1,False
SFN,True
OR52B3P,False
MSRA,True
CBLL2,False
CCDC168,True
CTDNEP1,False
ETV4,False
FAM172BP,False
SWI5,False
GAPT,False
BAIAP2,True
CALCB,True
CREG2,False
TMEM270,False
HOXD8,False
RPL7AP66,False
ZDHHC21,False
TSPEAR,False
PLEKHF2,False
A2M,True
ARL4D,False
DOK7,False
LRRN1,False
UBE2O,False
ORAI3,False
KLHL38,True
LINC02880,True
UNC119B,False
DENND2C,True
PLEKHD1,False
FAM220BP,False
ASCL3,True
TUBB6,False
LYSMD3,False
AMIGO3,False
B3GALT6,False
ZNF613,False
C11orf16,False
TMPRSS7,False
RPL36P3,False
NUPR1,True
JAKMIP2,False
RPL23P2,False
MBLAC2,False
TPRN,False
KCNE5,False
ZNF683,False
SLC35A4,False
CRYBG2,False
IP6K1,False
SSNA1,False
CSTF3,False
YES1,False
CHMP6,False
AQP7P4,False
DLEU1,False
UFSP1,False
MC5R,True
TMEM39A,False
TCP11L1,False
GPX2,True
CCDC57,True
HSF5,True
FOXG1,False
SPHK1,True
BNIP3,True
ENTHD1,False
MYPOP,False
CIDEA,False
OR11H4,False
OR4D11,False
LRRTM4,False
ATAD5,False
SMIM19,False
OR11H6,False
ZNF404,False
RTTN,False
OR4K17,False
OR10H4,False
RPP38-DT,False
OR51B6,False
CDV3P1,True
ACBD7,False
OR4L1,False
ANAPC2,True
OR4K13,False
HMGB4,False
ZBTB8OS,False
CYCSP34,True
OR4F21,False
SLC35G1,False
OR4K5,False
IDSP1,False
OR4K3,False
ZNF135,False
OR4N2,False
OR4M1,False
FOXR1,False
OR4H12P,False
FOXN3P1,False
COX8A,False
RPL37AP8,True
TAC4,False
ZSCAN2,False
PFN1P10,False
PRR18,False
B3GNT4,False
CDC26,False
HSD11B2,False
CRLF3,False
RNPEP,False
EID2,False
DMRTA1,True
EID2B,False
GJC3,False
RIMS2,True
KCMF1,False
DNAJC30,False
SPRYD4,False
VPS37D,False
CLEC14A,False
SYNE3,False
CLK2,False
LPCAT4,False
SLCO3A1,False
ZNF575,False
WDR25,True
SGF29,False
PLAAT3,False
DIRAS1,False
OR5AN1,False
OR10AC1,False
PHLDB3,False
PRR15,False
GNG7,False
OR4C5,False
USF3,False
OR4C3,False
OR4S1,False
CNTD1,True
DCAF4L2,False
OR4X1,False
CNBD1,False
DMBT1L1,False
KBTBD11,False
B3GNT5,False
MAP3K19,False
LINC02914,False
LMNB2,False
RMDN1,False
MEX3C,False
HORMAD2,True
RNF152,False
NANOGP1,False
MYO1D,False
LINC02910,True
FOXL1,False
TGIF2LY,False
LRRC37A,False
FOXC2,False
OR4F17,False
BDNF,False
SCAND2P,False
CCDC121,False
ACSF3,False
OR10AB1P,False
BOK,False
ZNF843,False
TTTY14,True
RBIS,False
PFN4,False
OR51V1,False
MAGEB6,False
OR52Z1P,False
CDK5R1,False
OR51A1P,False
PAK6-AS1,True
LINC00303,False
ZNF285BP,False
TCERG1L,False
NCKAP5,False
MAGEB18,False
DEFB104A,False
RUFY1,False
OR52E2,False
BASP1,True
DEFB103A,False
OR51L1,False
LRRC37A3,False
METTL1P1,False
FKBP9P1,False
VSIG10,False
MIR7-3HG,True
IRX5,False
METRNL,False
FAM91A1,False
KRT18P28,False
GJA1P1,False
WSB2,False
GRIN1,True
SOX11,False
TYMS,False
OR51G2,False
PXMP2,False
OR51A7,False
TCEANC,False
OR51T1,False
PNMA1,True
OR51H1,False
TCIM,True
MAMSTR,False
TYMSOS,False
ANKLE2,True
C8G,False
FUT2,False
OR51S1,False
OR7A15P,False
OR51F2,False
EFCAB5,False
GCNT4,False
TOB2P1,False
MUC20,True
THAP4,False
OR51N1P,False
NFATC2IP,False
LY6H,False
RPL7L1P11,False
FIBIN,False
FAM89B,False
SHMT1,False
DPP7,False
TRIM60,False
SEC24C,False
FMR1NB,False
SMCR8,True
HCG4,True
MTHFR,False
DEFB104B,False
C19orf18,False
DEAF1,False
MTX3,False
TMEM80,False
SIX5,False
IFNW1,False
FBXO46,False
ZDHHC13,False
SLC38A9,False
ACER2,False
WDR73,False
POLE,False
PHETA2,False
SCN4B,False
DSCAML1,True
RHOG,False
EPS8L2,False
ZDHHC22,False
IRAG1-AS1,True
ANO6,False
ZBTB34,False
PRDM16-DT,False
FAM9B,False
CETN1,False
NUDT4B,False
FAM210A,False
OR2T35,False
TALDO1,False
ULK1,False
NAP1L4P1,False
OR14C36,False
RIMKLA,False
CLVS1,False
OR2M7,False
RPS6KA3,False
B3GNT8,False
PUS1,True
PCNPP5,False
CHD9,False
OR2T12,False
SPACA4,False
OR2T33,True
GATD1,False
OR2M1P,False
LINC01561,False
TRIM72,True
MAN1B1,False
DEFB103B,False
DEFB4B,False
ENSAP3,False
KCNA3,False
OR2AJ1,False
FZD8,False
GJD4,True
FBXO39,True
CLDN22,False
KCNA2,False
TOP3A,False
CASKIN2,False
OR7E125P,False
ZBTB38,True
BEND2,False
LINC02904,False
DLGAP1-AS1,False
LINC00469,False
FLJ13224,False
RPL13AP3,False
CCDC71,False
C10orf71,False
LRRN4CL,False
FLJ40194,False
TIMM22,False
HIC1,False
PPFIA3,True
MAGEF1,False
UMODL1,True
OR7E8P,False
NINJ2-AS1,False
SAMD9L,True
ZFAS1,True
UBE2U,False
PAWR,True
TGIF1,False
MIEF2,False
NAP1L5,False
CBX3P1,False
NIM1K,True
CD19,False
ERICH5,True
OR2T8,False
NR2C2,False
GPR4,False
ACOT4,False
OLIG3,False
CAVIN1,False
OR2G3,False
ARIH2,False
RBM44,False
ZBTB33,False
OR2G2,False
ZBED2,False
VCX2,False
IRX3,False
ST8SIA3,False
RPRM,False
OR2B11,False
SLC25A22,False
RABEP2,False
NHLH2,False
C1orf167-AS1,False
ATOX1,False
FAM187B,False
TBL1XR1,False
SAMD12,True
CD163,True
C18orf32,False
OR7E149P,False
GIMAP3P,False
PIDD1,False
ZNF491,True
RPLP2,False
HASPIN,False
JUN,True
CSTF2T,False
PGBD5,True
C12orf54,False
GBA1,False
CASC2,False
ACAD9,False
IL17RA,False
PNPLA2,False
MBOAT4,False
TEX44,False
AGTRAP,False
CD163L1,False
SRRM3,True
THAP5,False
DEFB114,False
