target,model,all_genes,hvg2000_honest,hvg2000_leaky,cost_of_reduction,worth_of_leakage
moa-fine,elastic_net,0.2480000000000001,-0.0246666666666666,-0.0073333333333333,-0.2726666666666667,0.0173333333333333
moa-fine,linear_svm,0.3086666666666667,0.0273333333333333,0.0533333333333333,-0.2813333333333334,0.026000000000000002
moa-fine,sparse_plsda,0.0746666666666666,-0.0619999999999999,-0.0626666666666666,-0.1366666666666665,-0.0006666666666667043
moa-fine,xgboost,0.0,0.0,0.0,0.0,0.0
