model,n,n_features,kind,cv_scheme,scoring,score_mean,score_std,n_folds,permuted,n_trials,seconds,target,block,chance,degenerate
sparse_plsda,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.5356666666666666,0.1167088019150417,25,False,0,0.1,tox_infertility,ecfp,0.5,False
sparse_plsda,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.4244444444444444,0.132878274380988,25,True,0,0.1,tox_infertility,ecfp,0.5,
linear_svm,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.5948333333333333,0.1051751331920968,25,False,0,0.1,tox_infertility,ecfp,0.5,False
linear_svm,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.4187777777777777,0.1093542493543431,25,True,0,0.1,tox_infertility,ecfp,0.5,
xgboost,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.5065555555555555,0.0561970189447056,25,False,0,0.2,tox_infertility,ecfp,0.5,False
xgboost,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.5017777777777778,0.008709296863229,25,True,0,0.3,tox_infertility,ecfp,0.5,
elastic_net,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4686111111111111,0.0815815883368027,25,False,0,4.5,tox_infertility,morphology,0.5,False
elastic_net,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4902777777777778,0.0543039570665565,25,True,0,2.7,tox_infertility,morphology,0.5,
sparse_plsda,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4509999999999999,0.1121785668663917,25,False,0,0.1,tox_infertility,morphology,0.5,False
sparse_plsda,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4392777777777777,0.1179673003447026,25,True,0,0.1,tox_infertility,morphology,0.5,
linear_svm,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4374444444444444,0.1321226749447948,25,False,0,0.1,tox_infertility,morphology,0.5,False
linear_svm,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4961111111111111,0.0873044552198487,25,True,0,0.1,tox_infertility,morphology,0.5,
xgboost,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4643333333333333,0.0817910239875884,25,False,0,0.3,tox_infertility,morphology,0.5,False
xgboost,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.5197222222222222,0.0825855336628054,25,True,0,0.3,tox_infertility,morphology,0.5,
elastic_net,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.4618888888888889,0.0920606684022371,25,False,0,281.4,tox_infertility,expression,0.5,False
elastic_net,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.4429999999999999,0.1059484500786777,25,True,0,277.9,tox_infertility,expression,0.5,
sparse_plsda,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.4887777777777777,0.1461216303775643,25,False,0,3.3,tox_infertility,expression,0.5,False
sparse_plsda,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.4748888888888888,0.1175278532786858,25,True,0,3.2,tox_infertility,expression,0.5,
linear_svm,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.3972222222222222,0.135736445791281,25,False,0,3.5,tox_infertility,expression,0.5,False
linear_svm,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.3792222222222222,0.0867160471856632,25,True,0,3.4,tox_infertility,expression,0.5,
xgboost,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.474,0.0519102977485746,25,False,0,45.3,tox_infertility,expression,0.5,False
xgboost,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.497111111111111,0.0587405364061646,25,True,0,45.3,tox_infertility,expression,0.5,
elastic_net,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.4445,0.1025556759358869,25,False,0,276.3,tox_infertility,morphology+expression,0.5,False
elastic_net,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.4704444444444444,0.0941978152350771,25,True,0,266.1,tox_infertility,morphology+expression,0.5,
sparse_plsda,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.4871111111111111,0.1485773689627772,25,False,0,3.2,tox_infertility,morphology+expression,0.5,False
sparse_plsda,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.4667222222222221,0.1222932117070674,25,True,0,3.2,tox_infertility,morphology+expression,0.5,
linear_svm,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.3739444444444444,0.1285395649326946,25,False,0,3.3,tox_infertility,morphology+expression,0.5,False
linear_svm,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.3747222222222222,0.1056914330130199,25,True,0,3.3,tox_infertility,morphology+expression,0.5,
xgboost,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.467,0.0559420996970842,25,False,0,46.2,tox_infertility,morphology+expression,0.5,False
xgboost,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.4964444444444444,0.0402328868611883,25,True,0,46.1,tox_infertility,morphology+expression,0.5,
elastic_net,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.5252222222222223,0.114630835271587,25,False,0,8.9,tox_infertility,morphology+ecfp,0.5,False
elastic_net,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.4606666666666666,0.0575566280466356,25,True,0,6.6,tox_infertility,morphology+ecfp,0.5,
sparse_plsda,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.5266111111111111,0.1174449437601075,25,False,0,0.1,tox_infertility,morphology+ecfp,0.5,False
sparse_plsda,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.4175,0.1017372250602647,25,True,0,0.1,tox_infertility,morphology+ecfp,0.5,
linear_svm,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.5614444444444444,0.1563616415971735,25,False,0,0.1,tox_infertility,morphology+ecfp,0.5,False
linear_svm,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.4512222222222222,0.097648525682169,25,True,0,0.2,tox_infertility,morphology+ecfp,0.5,
xgboost,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.4814444444444444,0.0949170202900446,25,False,0,0.4,tox_infertility,morphology+ecfp,0.5,False
xgboost,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.4993333333333333,0.0749641066374476,25,True,0,0.4,tox_infertility,morphology+ecfp,0.5,
elastic_net,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.6714545454545454,0.0992410871989507,25,False,0,5.1,tox_liver_toxicity,ecfp,0.5,False
elastic_net,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.477060606060606,0.0634345718325682,25,True,0,3.3,tox_liver_toxicity,ecfp,0.5,
sparse_plsda,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.6403333333333333,0.1034677167593186,25,False,0,0.1,tox_liver_toxicity,ecfp,0.5,False
sparse_plsda,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.440030303030303,0.0710222096950837,25,True,0,0.1,tox_liver_toxicity,ecfp,0.5,
linear_svm,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.7081818181818181,0.1261310627696787,25,False,0,0.1,tox_liver_toxicity,ecfp,0.5,False
linear_svm,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.4790303030303031,0.137200415765834,25,True,0,0.2,tox_liver_toxicity,ecfp,0.5,
xgboost,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.5,0.0,25,False,0,0.2,tox_liver_toxicity,ecfp,0.5,True
xgboost,70,1024,classification,stratified_5fold_x5,balanced_accuracy,0.5,0.0,25,True,0,0.3,tox_liver_toxicity,ecfp,0.5,
elastic_net,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4764242424242424,0.0730373189135959,25,False,0,4.1,tox_liver_toxicity,morphology,0.5,False
elastic_net,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.482969696969697,0.070713314298653,25,True,0,2.5,tox_liver_toxicity,morphology,0.5,
sparse_plsda,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.5082424242424242,0.1534607387806648,25,False,0,0.1,tox_liver_toxicity,morphology,0.5,False
sparse_plsda,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.433,0.1007727443583315,25,True,0,0.1,tox_liver_toxicity,morphology,0.5,
linear_svm,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4076666666666665,0.0875821325141198,25,False,0,0.1,tox_liver_toxicity,morphology,0.5,False
linear_svm,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.4758787878787879,0.1200152423744745,25,True,0,0.1,tox_liver_toxicity,morphology,0.5,
xgboost,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.5,0.0,25,False,0,0.3,tox_liver_toxicity,morphology,0.5,True
xgboost,70,636,classification,stratified_5fold_x5,balanced_accuracy,0.5,0.0,25,True,0,0.3,tox_liver_toxicity,morphology,0.5,
elastic_net,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.709,0.1170235234920956,25,False,0,293.0,tox_liver_toxicity,expression,0.5,False
elastic_net,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.4955454545454544,0.1019354303268636,25,True,0,267.4,tox_liver_toxicity,expression,0.5,
sparse_plsda,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.5895757575757574,0.1079367141041776,25,False,0,4.3,tox_liver_toxicity,expression,0.5,False
sparse_plsda,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.5238787878787879,0.0987379312288893,25,True,0,4.4,tox_liver_toxicity,expression,0.5,
linear_svm,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.689878787878788,0.1165674272925394,25,False,0,5.2,tox_liver_toxicity,expression,0.5,False
linear_svm,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.4706060606060605,0.1330987950967188,25,True,0,5.5,tox_liver_toxicity,expression,0.5,
xgboost,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.5,0.0,25,False,0,61.6,tox_liver_toxicity,expression,0.5,True
xgboost,70,41780,classification,stratified_5fold_x5,balanced_accuracy,0.5,0.0,25,True,0,61.5,tox_liver_toxicity,expression,0.5,
elastic_net,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.7029393939393939,0.1321994347256502,25,False,0,295.0,tox_liver_toxicity,morphology+expression,0.5,False
elastic_net,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.4679090909090909,0.0961835748631848,25,True,0,274.1,tox_liver_toxicity,morphology+expression,0.5,
sparse_plsda,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.5895757575757574,0.1079367141041776,25,False,0,4.3,tox_liver_toxicity,morphology+expression,0.5,False
sparse_plsda,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.5238787878787879,0.0987379312288893,25,True,0,4.3,tox_liver_toxicity,morphology+expression,0.5,
linear_svm,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.6818484848484849,0.1170219854866426,25,False,0,5.1,tox_liver_toxicity,morphology+expression,0.5,False
linear_svm,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.4916060606060606,0.1298121338036033,25,True,0,5.5,tox_liver_toxicity,morphology+expression,0.5,
xgboost,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.5,0.0,25,False,0,63.2,tox_liver_toxicity,morphology+expression,0.5,True
xgboost,70,42416,classification,stratified_5fold_x5,balanced_accuracy,0.5,0.0,25,True,0,63.7,tox_liver_toxicity,morphology+expression,0.5,
elastic_net,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.6530606060606061,0.0954135265401712,25,False,0,7.7,tox_liver_toxicity,morphology+ecfp,0.5,False
elastic_net,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.4755757575757576,0.0549865498204517,25,True,0,5.4,tox_liver_toxicity,morphology+ecfp,0.5,
sparse_plsda,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.6083939393939394,0.0946674911693424,25,False,0,0.1,tox_liver_toxicity,morphology+ecfp,0.5,False
sparse_plsda,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.4235757575757575,0.0586268961114129,25,True,0,0.1,tox_liver_toxicity,morphology+ecfp,0.5,
linear_svm,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.6195454545454545,0.0901378904906922,25,False,0,0.1,tox_liver_toxicity,morphology+ecfp,0.5,False
linear_svm,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.465121212121212,0.1277817167117561,25,True,0,0.2,tox_liver_toxicity,morphology+ecfp,0.5,
xgboost,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.5,0.0,25,False,0,0.4,tox_liver_toxicity,morphology+ecfp,0.5,True
xgboost,70,1660,classification,stratified_5fold_x5,balanced_accuracy,0.5,0.0,25,True,0,0.4,tox_liver_toxicity,morphology+ecfp,0.5,
